"row_id","itemid","label","abbreviation","dbsource","linksto","category","unitname","param_type","conceptid"
3160,1714,"Nicardipine HCl","","carevue","chartevents","","","",NA
3161,1715,"Nicardipine mg/hr","","carevue","chartevents","","","",NA
3162,1716,"hand mitts","","carevue","chartevents","","","",NA
3163,1717,"tPA            mg/hr","","carevue","chartevents","","","",NA
3164,1718,"High Minute Vent.","","carevue","chartevents","","","",NA
3168,1722,"Waffle boots","","carevue","chartevents","","","",NA
3169,1723,"HIGH EXHALE MV","","carevue","chartevents","","","",NA
3170,1724,"High exhaled MV","","carevue","chartevents","","","",NA
3171,1725,"Pulse","","carevue","chartevents","","","",NA
3172,1726,"HIGH MIN VENT","","carevue","chartevents","","","",NA
3173,1727,"TDISCONNECT","","carevue","chartevents","","","",NA
3174,1728,"nebulizer","","carevue","chartevents","","","",NA
3175,1729,"Hi Min Vent","","carevue","chartevents","","","",NA
3176,1730,"RIBAVIRIN RX","","carevue","chartevents","","","",NA
3178,1732,"Hair washed","","carevue","chartevents","","","",NA
3180,1735,"Multipodus boots","","carevue","chartevents","","","",NA
3181,1736,"hi/min/vent","","carevue","chartevents","","","",NA
3185,1740,"R rad pulse","","carevue","chartevents","","","",NA
3186,1741,"Auto Tube Comp","","carevue","chartevents","","","",NA
3187,1742,"QTC","","carevue","chartevents","","","",NA
3188,1743,"bed alarm","","carevue","chartevents","","","",NA
3190,1745,"Passey Muir valve","","carevue","chartevents","","","",NA
3191,1746,"hi MV","","carevue","chartevents","","","",NA
3192,1747,"l.heel drsg change E","","carevue","chartevents","","","",NA
3193,1748,"sse's and fleets","","carevue","chartevents","","","",NA
3194,1749,"milk/molasses enema","","carevue","chartevents","","","",NA
3195,1758,"HI MIN VOL","","carevue","chartevents","","","",NA
3196,1761,"HI/MINUTE/VOL/ALARM","","carevue","chartevents","","","",NA
3198,1771,"Cisatricurium","","carevue","chartevents","","","",NA
3199,1781,"BED ALARM","","carevue","chartevents","","","",NA
3201,1791,"multi-podis boot","","carevue","chartevents","","","",NA
3202,1803,"Solumedrol","","carevue","chartevents","","","",NA
3204,1811,"Mouth Care","","carevue","chartevents","","","",NA
3206,1813,"Morphine Sulfate","","carevue","chartevents","","","",NA
3207,1816,"QUINIDINE","","carevue","chartevents","","","",NA
3208,1817,"ETCO2","","carevue","chartevents","","","",NA
3212,1821,"potassium phosphate","","carevue","chartevents","","","",NA
3213,1822,"PASSE-MUIR VALVE","","carevue","chartevents","","","",NA
3214,1824,"C&DB","","carevue","chartevents","","","",NA
3215,1826,"lepirudin  mg/hr","","carevue","chartevents","","","",NA
3216,1827,"sacra decub dressing","","carevue","chartevents","","","",NA
3221,1838,"Lithium level","","carevue","chartevents","","","",NA
3222,1839,"Multi podis boot","","carevue","chartevents","","","",NA
3225,1844,"position","","carevue","chartevents","","","",NA
3226,1845,"fingerstick bs","","carevue","chartevents","","","",NA
3228,1848,"D5W","","carevue","chartevents","","","",NA
3231,1852,"ETT rotation","","carevue","chartevents","","","",NA
3232,1853,"protonix mg/hr","","carevue","chartevents","","","",NA
3233,1855,"TRACH care","","carevue","chartevents","","","",NA
3234,1856,"Vecuronium mcg/min","","carevue","chartevents","","","",NA
3235,1857,"nesiritide","","carevue","chartevents","","","",NA
3236,1858,"cisatracurium","","carevue","chartevents","","","",NA
3237,1860,"HFO Delta P (amplt)","","carevue","chartevents","","","",NA
3238,1861,"HFO Hz","","carevue","chartevents","","","",NA
3240,1863,"HFO-FiO2","","carevue","chartevents","","","",NA
3241,1864,"HFO-Max mean airway","","carevue","chartevents","","","",NA
3243,1869,"CIWA Scale","","carevue","chartevents","","","",NA
3244,1870,"multipodis boots","","carevue","chartevents","","","",NA
3245,1871,"versed 400mg/100ml","","carevue","chartevents","","","",NA
3246,1872,"Shave","","carevue","chartevents","","","",NA
3247,1874,"methadone","","carevue","chartevents","","","",NA
3248,1876,"PROTONIX MG/HR","","carevue","chartevents","","","",NA
3249,1878,"methylprednisolone","","carevue","chartevents","","","",NA
3250,1879,"xigris","","carevue","chartevents","","","",NA
3251,1880,"Urine pH","","carevue","chartevents","","","",NA
3252,1883,"Spont Minute vols","","carevue","chartevents","","","",NA
3253,1884,"Spont Resp rate","","carevue","chartevents","","","",NA
3255,1887,"Neo 120mg/250ml","","carevue","chartevents","","","",NA
3256,1888,"pitressin u/hr","","carevue","chartevents","","","",NA
3257,1890,"Right Groin Check","","carevue","chartevents","","","",NA
3258,1891,"Heliox","","carevue","chartevents","","","",NA
3259,1892,"BED BATH","","carevue","chartevents","","","",NA
3260,1896,"MPB","","carevue","chartevents","","","",NA
3261,1898,"pantoprazole","","carevue","chartevents","","","",NA
3263,1900,"MULTIPODIS BOOTS","","carevue","chartevents","","","",NA
3265,1904,"Qtc","","carevue","chartevents","","","",NA
3268,1908,"GROIN DRESSING","","carevue","chartevents","","","",NA
3273,1917,"Urine Na+","","carevue","chartevents","","","",NA
3274,1918,"Urine Osm","","carevue","chartevents","","","",NA
3275,1919,"Urine creat","","carevue","chartevents","","","",NA
3276,1920,"GT Care","","carevue","chartevents","","","",NA
3278,1923,"2.tactile Disturban","","carevue","chartevents","","","",NA
3282,1927,"6.visual Disturbanc","","carevue","chartevents","","","",NA
3283,1928,"7.anxiety","","carevue","chartevents","","","",NA
3284,1929,"8.headach,fullness","","carevue","chartevents","","","",NA
3285,1930,"9.agitation","","carevue","chartevents","","","",NA
3288,1933,"2.Tremor","","carevue","chartevents","","","",NA
3290,1935,"4. Anxiety","","carevue","chartevents","","","",NA
3291,1936,"5. Auditory Disturb.","","carevue","chartevents","","","",NA
3292,1937,"6. Agitation","","carevue","chartevents","","","",NA
3294,1939,"8. Visual Disturb.","","carevue","chartevents","","","",NA
3295,1940,"9. H/A Head fullness","","carevue","chartevents","","","",NA
3297,1942,"INO Tank Press","","carevue","chartevents","","","",NA
3298,1944,"Coccyx w->d drsg chg","","carevue","chartevents","","","",NA
3299,1945,"LLcalf w->d drsg chg","","carevue","chartevents","","","",NA
3300,1946,"fsbs","","carevue","chartevents","","","",NA
3301,1948,"Trache Care","","carevue","chartevents","","","",NA
3302,1949,"famotidine mg/hr","","carevue","chartevents","","","",NA
3303,1955,"Xygris","","carevue","chartevents","","","",NA
3305,1962,"LIVER FLAPPING","","carevue","chartevents","","","",NA
3306,1963,"SITTER","","carevue","chartevents","","","",NA
3307,1964,"Camino Monitor","","carevue","chartevents","","","",NA
3308,1965,"hi min vol","","carevue","chartevents","","","",NA
3309,1966,"HI MV Alarm","","carevue","chartevents","","","",NA
3310,1967,"insentive spir","","carevue","chartevents","","","",NA
3311,1968,"Verapamil","","carevue","chartevents","","","",NA
3312,1969,"abduction pillow","","carevue","chartevents","","","",NA
3313,1970,"magnesium 2gm/hr","","carevue","chartevents","","","",NA
3314,1971,"Oral drng","","carevue","chartevents","","","",NA
3316,1976,"hi min vent.","","carevue","chartevents","","","",NA
3317,1978,"high me alarm","","carevue","chartevents","","","",NA
3318,1980,"cast /splint r leg","","carevue","chartevents","","","",NA
3319,1981,"HighMV Alarm","","carevue","chartevents","","","",NA
3322,1987,"glucagon","","carevue","chartevents","","","",NA
3324,1991,"pronator drift","","carevue","chartevents","","","",NA
3327,1999,"Pronator Drift","","carevue","chartevents","","","",NA
3329,2002,"fistula","","carevue","chartevents","","","",NA
3333,2006,"high min volume","","carevue","chartevents","","","",NA
3334,2012,"lo MV","","carevue","chartevents","","","",NA
3336,2014,"lithium level","","carevue","chartevents","","","",NA
3337,2015,"ATC ON","","carevue","chartevents","","","",NA
3338,2018,"High min volume","","carevue","chartevents","","","",NA
3339,2019,"High min vol.","","carevue","chartevents","","","",NA
3340,2020,"r leg elevated","","carevue","chartevents","","","",NA
3342,2022,"NIF","","carevue","chartevents","","","",NA
3343,2025,"High pressure","","carevue","chartevents","","","",NA
3345,2027,"Low pressure","","carevue","chartevents","","","",NA
3347,2029,"Xigris","","carevue","chartevents","","","",NA
3349,2033,"High VE","","carevue","chartevents","","","",NA
3351,2036,"high min.","","carevue","chartevents","","","",NA
3352,2037,"PC driving press","","carevue","chartevents","","","",NA
3353,2039,"PHIGH","","carevue","chartevents","","","",NA
3354,2040,"PLOW","","carevue","chartevents","","","",NA
3356,2042,"TLOW","","carevue","chartevents","","","",NA
3357,2043,"Tidal Vol (P High)","","carevue","chartevents","","","",NA
3358,2044,"Tidal Vol (P Low)","","carevue","chartevents","","","",NA
3362,2050,"Low MV","","carevue","chartevents","","","",NA
3363,2052,"Nicardipine","","carevue","chartevents","","","",NA
3364,2053,"high VE","","carevue","chartevents","","","",NA
3365,2056,"Nitric Oxide","","carevue","chartevents","","","",NA
3366,2057,"nitric tank pressure","","carevue","chartevents","","","",NA
3367,2058,"Hi VE","","carevue","chartevents","","","",NA
3368,2059,"Driving pressure","","carevue","chartevents","","","",NA
3369,2060,"Disconnect alarm.","","carevue","chartevents","","","",NA
3370,2061,"EPOPROSTENOL","","carevue","chartevents","","","",NA
3372,2063,"NO tank psi","","carevue","chartevents","","","",NA
3373,2064,"in-exsufflator","","carevue","chartevents","","","",NA
3374,2065,"HIGH TIDAL VOLUME","","carevue","chartevents","","","",NA
3375,2066,"atc","","carevue","chartevents","","","",NA
3376,2069,"hi tidal volume","","carevue","chartevents","","","",NA
3378,2071,"P (drive)","","carevue","chartevents","","","",NA
3383,2078,"Nitric Oxide ppm","","carevue","chartevents","","","",NA
3384,2079,"Nitric tank psi","","carevue","chartevents","","","",NA
3385,2080,"high NO","","carevue","chartevents","","","",NA
3386,2081,"high NO2","","carevue","chartevents","","","",NA
3390,2091,"dexmedetomidine","","carevue","chartevents","","","",NA
3391,2092,"T deconnect","","carevue","chartevents","","","",NA
3393,2094,"Spont VT","","carevue","chartevents","","","",NA
3394,2095,"Octreotide","","carevue","chartevents","","","",NA
3396,2099,"lymphedema sleeve","","carevue","chartevents","","","",NA
3398,2101,"nicardipine mg/hr","","carevue","chartevents","","","",NA
3399,2103,"High minute volume","","carevue","chartevents","","","",NA
3400,2105,"hi minute volume","","carevue","chartevents","","","",NA
3403,2109,"High MV alarm","","carevue","chartevents","","","",NA
3404,2110,"Mucomyst","","carevue","chartevents","","","",NA
3405,2112,"continuous C.O","","carevue","chartevents","","","",NA
3406,2114,"Assess Peak Flow","","carevue","chartevents","","","",NA
3409,2119,"Slope","","carevue","chartevents","","","",NA
3410,2123,"High exhale MV","","carevue","chartevents","","","",NA
3414,2127,"high exhale mv","","carevue","chartevents","","","",NA
3416,2130,"NO tank PSI","","carevue","chartevents","","","",NA
3417,2131,"Nitric oxide","","carevue","chartevents","","","",NA
3419,2133,"PCV-Delta P","","carevue","chartevents","","","",NA
3421,2136,"CCO CO","","carevue","chartevents","","","",NA
3422,2137,"Nephrostomy Drain","","carevue","chartevents","","","",NA
3423,2139,"EDVI","","carevue","chartevents","","","",NA
3424,2140,"Glucagon","","carevue","chartevents","","","",NA
3425,2141,"Glucagon mg/hr","","carevue","chartevents","","","",NA
3426,2143,"multipodus","","carevue","chartevents","","","",NA
3427,2145,"tpa","","carevue","chartevents","","","",NA
3432,2166,"PRECEDEX MCG/KG/HR","","carevue","chartevents","","","",NA
3433,2173,"EYE CARE","","carevue","chartevents","","","",NA
3434,2185,"CALCIUM GLUCONATE","","carevue","chartevents","","","",NA
3435,2188,"precedex mcg/kg/hr","","carevue","chartevents","","","",NA
3437,2195,"precedex","","carevue","chartevents","","","",NA
3439,2198,"EPIDURAL","","carevue","chartevents","","","",NA
3440,2201,"Precedex","","carevue","chartevents","","","",NA
3441,2203,"SOLUMEDROL","","carevue","chartevents","","","",NA
3442,2209,"MULTIPODUS BOOT","","carevue","chartevents","","","",NA
3447,2236,"MULTIPODUS BOOTS","","carevue","chartevents","","","",NA
3448,2248,"VASOPRESSIN UNIT/MIN","","carevue","chartevents","","","",NA
3449,2256,"FEM A LINE","","carevue","chartevents","","","",NA
3450,2265,"MVO2","","carevue","chartevents","","","",NA
3451,2268,"BREAST BINDER","","carevue","chartevents","","","",NA
3453,2274,"APROTININ U/HR","","carevue","chartevents","","","",NA
3455,2280,"1:1 sitter","","carevue","chartevents","","","",NA
3458,2284,"Cisatra  mcg/kg/min","","carevue","chartevents","","","",NA
3459,2285,"nimbex mcg/kg/min","","carevue","chartevents","","","",NA
3461,2288,"L ARM ELEVATION","","carevue","chartevents","","","",NA
3463,2290,"nimbex mcg/kg/m","","carevue","chartevents","","","",NA
3464,2293,"ART BP","","carevue","chartevents","","","",NA
3465,2294,"ART MEAN","","carevue","chartevents","","","",NA
3466,2296,"Precedex (mcg/kg/hr)","","carevue","chartevents","","","",NA
3467,2297,"Aggrastat cc/hr","","carevue","chartevents","","","",NA
3469,2301,"CIS/CURIUM MG/KG/HR","","carevue","chartevents","","","",NA
3471,2305,"aprotinin","","carevue","chartevents","","","",NA
3473,2308,"FEM ALINE","","carevue","chartevents","","","",NA
3476,2311,"VT","","carevue","chartevents","","","",NA
3478,2314,"cpp","","carevue","chartevents","","","",NA
3479,2316,"Passy-Muir valve","","carevue","chartevents","","","",NA
3481,2320,"Lower leg splint","","carevue","chartevents","","","",NA
3482,2321,"PEJ SITE CARE","","carevue","chartevents","","","",NA
3485,2334,"vasopressin u/hr","","carevue","chartevents","","","",NA
3486,2336,"cist mcg/kg/min.","","carevue","chartevents","","","",NA
3487,2337,"peric. drain flushed","","carevue","chartevents","","","",NA
3489,2339,"APROTONIN","","carevue","chartevents","","","",NA
3490,2340,"HIGH EXHALED MIN.VOL","","carevue","chartevents","","","",NA
3491,2341,"CLOT IN BLOODBANK","","carevue","chartevents","","","",NA
3493,2347,"BLADDER PRESSURE.","","carevue","chartevents","","","",NA
3494,2349,"APROTONIN U/HR","","carevue","chartevents","","","",NA
3495,2351,"GROIN BP","","carevue","chartevents","","","",NA
3496,2353,"R FEM MAP","","carevue","chartevents","","","",NA
3497,2355,"solumedrol mg/kg/hr","","carevue","chartevents","","","",NA
3499,2358,"ALBUMIN","","carevue","chartevents","","","",NA
3500,2359,"thrill/bruit","","carevue","chartevents","","","",NA
3501,2360,"CISATRACUR MCG/KG/MN","","carevue","chartevents","","","",NA
3502,2361,"FOOT WOUND","","carevue","chartevents","","","",NA
3503,2362,"STRENAL WOUND","","carevue","chartevents","","","",NA
3505,2366,"RUE-sling/swath","","carevue","chartevents","","","",NA
3506,2367,"HI LOW NEB","","carevue","chartevents","","","",NA
3508,2369,"fem map","","carevue","chartevents","","","",NA
3509,2370,"R arm sling","","carevue","chartevents","","","",NA
3510,2372,"FICK CO","","carevue","chartevents","","","",NA
3511,2373,"APROTININ ML/HR","","carevue","chartevents","","","",NA
3513,2376,"APROTININ","","carevue","chartevents","","","",NA
3515,2378,"epidural","","carevue","chartevents","","","",NA
3516,2379,"RAD ART S/D","","carevue","chartevents","","","",NA
3518,2382,"Protonix gtt","","carevue","chartevents","","","",NA
3519,2386,"passey muir","","carevue","chartevents","","","",NA
3520,2387,"CHEST DRSG W->D","","carevue","chartevents","","","",NA
3522,2393,"VISUAL FIELDS","","carevue","chartevents","","","",NA
3523,2394,"IVF","","carevue","chartevents","","","",NA
3524,2395,"PPN/TPN","","carevue","chartevents","","","",NA
3526,2397,"BAIR HUGGER","","carevue","chartevents","","","",NA
3528,2400,"tidal volumes","","carevue","chartevents","","","",NA
3530,2402,"sp tidal volumes","","carevue","chartevents","","","",NA
3531,2404,".45%ns","","carevue","chartevents","","","",NA
3533,2406,"mouth flap pulse","","carevue","chartevents","","","",NA
3534,2408,"tidal vol","","carevue","chartevents","","","",NA
3537,2413,"CISATRICURI MCG/K/MI","","carevue","chartevents","","","",NA
3541,2420,"TIDAL VOLUME","","carevue","chartevents","","","",NA
3543,2422,"PEG SITE CARE","","carevue","chartevents","","","",NA
3544,2423,"DECUBITI CARE","","carevue","chartevents","","","",NA
3545,2424,"2ND RA ALINE","","carevue","chartevents","","","",NA
3546,2428,"QUAD COUGHING","","carevue","chartevents","","","",NA
3547,2429,"VENOUS/DOPPLER/BFM","","carevue","chartevents","","","",NA
3548,2430,"AMBU/NS INSTILLATION","","carevue","chartevents","","","",NA
3549,2432,"insulin","","carevue","chartevents","","","",NA
3550,2433,"pej site","","carevue","chartevents","","","",NA
3552,2435,"CALGLUCONATE20GMS/L","","carevue","chartevents","","","",NA
3553,2437,"Sod Bicarb/NS","","carevue","chartevents","","","",NA
3554,2438,"TPN","","carevue","chartevents","","","",NA
3555,2443,"PROTONIX DRIP","","carevue","chartevents","","","",NA
3556,2444,"CISATRACUR.MCGKGMIN","","carevue","chartevents","","","",NA
3558,2449,"LT. AVF BRUIT/THRILL","","carevue","chartevents","","","",NA
3559,2450,"CLOT IN BLOOD BANK","","carevue","chartevents","","","",NA
3560,2451,"Passy-Muir Valve","","carevue","chartevents","","","",NA
3561,2452,"LEG DSD CHANGE","","carevue","chartevents","","","",NA
3564,2456,"CARIPROSIDE","","carevue","chartevents","","","",NA
3566,2460,"CARIPORIDE ML/HR","","carevue","chartevents","","","",NA
3567,2461,"APROTANIN ML/HR","","carevue","chartevents","","","",NA
3569,2463,"CISATRAC. MCG/KG/MIN","","carevue","chartevents","","","",NA
3570,2464,"epidural ml/hr","","carevue","chartevents","","","",NA
3571,2466,"KCL","","carevue","chartevents","","","",NA
3573,2468,"NAHCO3- MEQ/HR","","carevue","chartevents","","","",NA
3574,2469,"deflate rectal foley","","carevue","chartevents","","","",NA
3575,2470,"BLADDER PRES.mm/Hg","","carevue","chartevents","","","",NA
3576,2472,"INTRATHECAL PRESSURE","","carevue","chartevents","","","",NA
3577,2473,"COCCYX GEL/ALLEVYN","","carevue","chartevents","","","",NA
3582,2479,"INTRATHECAL CATHL2-3","","carevue","chartevents","","","",NA
3583,2480,"CISATRACUR.MCG/KG/MI","","carevue","chartevents","","","",NA
3585,2482,"SOLUMEDROL  MG/KG/HR","","carevue","chartevents","","","",NA
3587,2484,"incentive spirometer","","carevue","chartevents","","","",NA
3588,2486,"mask","","carevue","chartevents","","","",NA
3590,2488,"sandbag->chest","","carevue","chartevents","","","",NA
3591,2489,"BILAT HEARING AIDS","","carevue","chartevents","","","",NA
3592,2492,"ABD BINDER","","carevue","chartevents","","","",NA
3593,2493,"cariporide","","carevue","chartevents","","","",NA
3594,2497,"cisatricurium/mc/k/m","","carevue","chartevents","","","",NA
3595,2498,"CARIPORIDE CC/HR","","carevue","chartevents","","","",NA
3596,2499,"AV THRILL","","carevue","chartevents","","","",NA
3597,2500,"L RADIAL AV FISTULA","","carevue","chartevents","","","",NA
3599,2503,"bupivacaine","","carevue","chartevents","","","",NA
3601,2505,"no2","","carevue","chartevents","","","",NA
3602,2507,"ITRATHECAL","","carevue","chartevents","","","",NA
3603,2508,"SOLUMEDEROL","","carevue","chartevents","","","",NA
3605,2510,"DEXTRAN LML 10%","","carevue","chartevents","","","",NA
3606,2511,"CISATRACURIUM GTT","","carevue","chartevents","","","",NA
3607,2512,"SILVADENE FEET BID","","carevue","chartevents","","","",NA
3609,2515,"IABP-BP","","carevue","chartevents","","","",NA
3610,2516,"CARIPORIDE","","carevue","chartevents","","","",NA
3611,2517,"Cisatracu mg/kg/hr","","carevue","chartevents","","","",NA
3612,2518,"HFO- FIO2","","carevue","chartevents","","","",NA
3614,2520,"HFO-Delta P (amplit)","","carevue","chartevents","","","",NA
3616,2522,"HFO-MAP","","carevue","chartevents","","","",NA
3619,2527,"HFO-Bias Flow (lpm)","","carevue","chartevents","","","",NA
3621,2530,"venous pulse","","carevue","chartevents","","","",NA
3622,2534,"tidal volume","","carevue","chartevents","","","",NA
3623,2535,"flap check","","carevue","chartevents","","","",NA
3624,2538,"STUDY DRUG","","carevue","chartevents","","","",NA
3626,2543,"FEM ART","","carevue","chartevents","","","",NA
3628,2546,"CISATRACURIUMMG/KG/H","","carevue","chartevents","","","",NA
3630,2548,"nimbex mg/kg/hr","","carevue","chartevents","","","",NA
3632,2552,"cistracurium mg/min","","carevue","chartevents","","","",NA
3633,2553,"svt","","carevue","chartevents","","","",NA
3634,2554,"Cisatr mcg/kg/min","","carevue","chartevents","","","",NA
3635,2555,"THAM-trisaminomethan","","carevue","chartevents","","","",NA
3636,2556,"Cisatra.  MG/KG/HR","","carevue","chartevents","","","",NA
3637,2560,"CISATRA. MCG/KG/MIN","","carevue","chartevents","","","",NA
3638,2561,"VASOPRESSIN U/HR","","carevue","chartevents","","","",NA
3640,2563,"abd girth","","carevue","chartevents","","","",NA
3642,2566,"Spontaneous VT","","carevue","chartevents","","","",NA
3643,2567,"K Phosphate","","carevue","chartevents","","","",NA
3645,2569,"cath site","","carevue","chartevents","","","",NA
3646,2570,"valproic acid","","carevue","chartevents","","","",NA
3647,2572,"V02I","","carevue","chartevents","","","",NA
3649,2574,"MVO2 SAT","","carevue","chartevents","","","",NA
3651,2577,"CARIIPORIDE ML/HR","","carevue","chartevents","","","",NA
3652,2579,"mammary support","","carevue","chartevents","","","",NA
3653,2581,"bladder pres.","","carevue","chartevents","","","",NA
3656,2585,"chest PT","","carevue","chartevents","","","",NA
3657,2588,"AV FISTULA BRUIT","","carevue","chartevents","","","",NA
3660,2591,"FENOLDOPAM MCG/KG/MN","","carevue","chartevents","","","",NA
3661,2592,"MULTIPODUS SPLINT","","carevue","chartevents","","","",NA
3663,2597,"intrathecal cath","","carevue","chartevents","","","",NA
3664,2600,"Ca Gluc 20Gm/D5W","","carevue","chartevents","","","",NA
3666,2605,"CARAIPORIDE CC/HR","","carevue","chartevents","","","",NA
3668,2609,"TED STOCKINGS","","carevue","chartevents","","","",NA
3670,2616,"PASSY-MUIR VALVE","","carevue","chartevents","","","",NA
3671,2618,"Cistracurium","","carevue","chartevents","","","",NA
3672,2619,"3% NS","","carevue","chartevents","","","",NA
3673,2622,"CA GLUC GM/HR","","carevue","chartevents","","","",NA
3675,2627,"RIGHT FEM ALINE","","carevue","chartevents","","","",NA
3677,2629,"SOLUMEDROL DRIP","","carevue","chartevents","","","",NA
3679,2632,"unassisted diastole","","carevue","chartevents","","","",NA
3682,2635,"VENT ICP","","carevue","chartevents","","","",NA
3683,2637,"RT FEMORAL ART BP","","carevue","chartevents","","","",NA
3685,2639,"JPO2","","carevue","chartevents","","","",NA
3686,2640,"SJ PH","","carevue","chartevents","","","",NA
3688,2642,"FEMORAL ABP","","carevue","chartevents","","","",NA
3689,2643,"N.O.","","carevue","chartevents","","","",NA
3690,2644,"pericare","","carevue","chartevents","","","",NA
3691,2646,"Vent CPP","","carevue","chartevents","","","",NA
3692,2647,"art mean","","carevue","chartevents","","","",NA
3694,2651,"Abd Cmprtmnt Pressur","","carevue","chartevents","","","",NA
3695,2652,"APROTANIN","","carevue","chartevents","","","",NA
3696,2655,"ALCOHOL 10%DRIP G/HR","","carevue","chartevents","","","",NA
3697,2656,"SOLUMEDROL MG/KG/HR","","carevue","chartevents","","","",NA
3699,2658,"ALCOHOL","","carevue","chartevents","","","",NA
3701,2660,"ICP Camino","","carevue","chartevents","","","",NA
3703,2663,"ACETYCYSTEINE","","carevue","chartevents","","","",NA
3705,2665,"NO","","carevue","chartevents","","","",NA
3706,2666,"alteplase","","carevue","chartevents","","","",NA
3708,2668,"TEMP GRAFT","","carevue","chartevents","","","",NA
3710,2670,"nimbex","","carevue","chartevents","","","",NA
3712,2672,"fentanyl mg/hr","","carevue","chartevents","","","",NA
3713,2673,"aprotanin","","carevue","chartevents","","","",NA
3714,2674,"WAFFLE BOOT","","carevue","chartevents","","","",NA
3716,2681,"FINGERSTICK","","carevue","chartevents","","","",NA
3717,2684,"Cisat mcg/kg/hr","","carevue","chartevents","","","",NA
3719,2686,"TPA MG/MIN","","carevue","chartevents","","","",NA
3723,2691,"URINE POTASSIUM","","carevue","chartevents","","","",NA
3724,2692,"URINE SODIUM","","carevue","chartevents","","","",NA
3726,2694,"LEPIRUDIN MG/HR","","carevue","chartevents","","","",NA
3727,2695,"D02-1","","carevue","chartevents","","","",NA
3729,2697,"EF %","","carevue","chartevents","","","",NA
3731,2699,"EF","","carevue","chartevents","","","",NA
3732,2700,"tslo brace","","carevue","chartevents","","","",NA
3734,2702,"ulnar pulse right","","carevue","chartevents","","","",NA
3735,2704,"ABDOMINAL PRESSURE","","carevue","chartevents","","","",NA
3736,2705,"TPA - left   mg/hr","","carevue","chartevents","","","",NA
3739,2714,"DO2 INDEX","","carevue","chartevents","","","",NA
3740,2715,"VO2 INDEX","","carevue","chartevents","","","",NA
3741,2716,"EDV","","carevue","chartevents","","","",NA
3745,2732,"Femoral ABP (Mean)","","carevue","chartevents","","","",NA
3747,2734,"right vent drain","","carevue","chartevents","","","",NA
3748,2736,"right fem bp","","carevue","chartevents","","","",NA
3749,2737,"FDP","","carevue","chartevents","","","",NA
3750,2739,"FENOLDOPAM","","carevue","chartevents","","","",NA
3752,2741,"VO2 I","","carevue","chartevents","","","",NA
3753,2743,"VENOUS DOPPLER","","carevue","chartevents","","","",NA
3754,2744,"ALINE, RIGHT RADIAL","","carevue","chartevents","","","",NA
3755,2745,"ICP LEFT","","carevue","chartevents","","","",NA
3756,2746,"corlopam mcgs/kg/min","","carevue","chartevents","","","",NA
3760,2751,"DVO2","","carevue","chartevents","","","",NA
3762,2754,"PITRESSIN U/MIN","","carevue","chartevents","","","",NA
3763,2755,"XIGRIS CC/HR","","carevue","chartevents","","","",NA
3767,2759,"epidural pressure","","carevue","chartevents","","","",NA
3768,2760,"aprotanine","","carevue","chartevents","","","",NA
3769,2761,"passey-muir","","carevue","chartevents","","","",NA
3770,2762,"R SHEATH","","carevue","chartevents","","","",NA
3772,2765,"VASOPRESSIN   UNIT/R","","carevue","chartevents","","","",NA
3773,2767,"Mixed Venous SaO2","","carevue","chartevents","","","",NA
3774,2768,"fem a-line","","carevue","chartevents","","","",NA
3776,2770,"left radial MAP","","carevue","chartevents","","","",NA
3777,2772,"SJ CO2","","carevue","chartevents","","","",NA
3778,2773,"sjlactate","","carevue","chartevents","","","",NA
3779,2774,"sjo2","","carevue","chartevents","","","",NA
3780,2775,"sjph","","carevue","chartevents","","","",NA
3781,2776,"SV","","carevue","chartevents","","","",NA
3782,2777,"TLSO","","carevue","chartevents","","","",NA
3783,2778,"Pantoprazole","","carevue","chartevents","","","",NA
3784,2779,"bladder pressures","","carevue","chartevents","","","",NA
3787,2783,"edv","","carevue","chartevents","","","",NA
3788,2784,"irrigate pigtail","","carevue","chartevents","","","",NA
3789,2786,"PGTAILS/FLUSH/10MLNS","","carevue","chartevents","","","",NA
3790,2788,"ABD GIRTH","","carevue","chartevents","","","",NA
3791,2789,"MAMMARY SUPPORT","","carevue","chartevents","","","",NA
3792,2790,"FEM. ART BP","","carevue","chartevents","","","",NA
3793,2792,"pr interval","","carevue","chartevents","","","",NA
3795,2795,"leg dsg w-d packing","","carevue","chartevents","","","",NA
3796,2796,"Alcohol Gm/hour","","carevue","chartevents","","","",NA
3797,2797,"3,4,5 finger doppler","","carevue","chartevents","","","",NA
3798,2798,"arm 90 degrees","","carevue","chartevents","","","",NA
3800,2802,"VENOUS FLOW/GRAFT","","carevue","chartevents","","","",NA
3801,2803,"10%alcohl","","carevue","chartevents","","","",NA
3802,2804,"10% alcohol/ cc/hr","","carevue","chartevents","","","",NA
3804,2807,"facial droop","","carevue","chartevents","","","",NA
3806,2809,"xigris mcg/kg/hr","","carevue","chartevents","","","",NA
3809,2819,"RIGHT LEG DRSG","","carevue","chartevents","","","",NA
3810,2820,"STERNAL DRSG","","carevue","chartevents","","","",NA
3812,2822,"gt drsg","","carevue","chartevents","","","",NA
3813,2823,"incentive spirometry","","carevue","chartevents","","","",NA
3814,2824,"SHAMPOO","","carevue","chartevents","","","",NA
3815,2825,"Cough/Deep Breath","","carevue","chartevents","","","",NA
3816,2826,"Incentive spirometry","","carevue","chartevents","","","",NA
