"row_id","cgid","label","description"
2022,16022,"RN",""
2024,16024,"RN",""
2025,16025,"RN","Case Manager"
2028,16028,"RO","Read Only"
2029,16029,"RO","Read Only"
2030,16030,"Rehab","Rehabilitation"
2031,16031,"Res","Resident/Fellow/PA/NP"
2032,16032,"RD","Dietitian"
2034,16034,"MD",""
2037,16037,"RN","RN"
2039,16039,"MD",""
2041,16041,"RN","RN"
2099,16045,"Mds","Resident/Fellow/PA/NP"
2100,16046,"RO","Read Only"
2101,16047,"RN",""
2102,16048,"RO","Read Only"
2103,16049,"UC",""
2104,16050,"MDs","Resident/Fellow/PA/NP"
2105,16051,"MD",""
2107,16053,"NS","RN"
2110,16056,"RO","Read Only"
2111,16057,"RN",""
2112,16058,"MD",""
2114,16060,"UCO","UCO"
2116,16062,"Res","Resident/Fellow/PA/NP"
2117,16063,"Res","Resident/Fellow/PA/NP"
2119,16065,"RT","Respiratory"
2120,16066,"MedStu",""
2121,16067,"SW","Social Worker"
2122,16068,"MD","Attending"
2123,16069,"MD",""
2125,16071,"MD","Resident/Fellow/PA/NP"
2126,16072,"ISSupp",""
2128,16074,"RO","Read Only"
2129,16075,"RO","Read Only"
2130,16076,"MDs","Resident/Fellow/PA/NP"
2131,16077,"MD",""
2132,16078,"MD",""
2134,16080,"MD",""
2135,16081,"MD",""
2136,16082,"MS","Resident/Fellow/PA/NP"
2137,16083,"RN",""
2138,16084,"MD",""
2139,16085,"MD",""
2142,16088,"eaw","Resident/Fellow/PA/NP"
2143,16089,"MD","Resident/Fellow/PA/NP"
2144,16090,"MD","Resident/Fellow/PA/NP"
2145,16091,"RO","Read Only"
2146,16092,"MDs","Read Only"
2149,16095,"DI","Dietitian"
2150,16096,"RO","Read Only"
2151,16097,"RN",""
2156,16102,"RN","RN"
2157,16103,"MD",""
2159,16105,"MD",""
2160,16106,"MDs","Resident/Fellow/PA/NP"
2161,16107,"MedSt",""
2162,16108,"MDs","Read Only"
2163,16109,"RO","Read Only"
2164,16110,"RO","Read Only"
2166,16112,"SRT",""
2167,16113,"RA","Read Only"
2168,16114,"RN",""
2171,16117,"Res","Resident/Fellow/PA/NP"
2176,16122,"PA",""
2177,16123,"OTR/L",""
2178,16124,"RN",""
2181,16127,"MD",""
2182,16128,"RO","Read Only"
2183,16129,"StNRS",""
2184,16130,"MD",""
2185,16131,"RN",""
2186,16132,"RO","Read Only"
2188,16134,"RO","Read Only"
2189,16135,"PCA",""
2190,16136,"MDs","Resident/Fellow/PA/NP"
2191,16137,"RO","Read Only"
2193,16139,"RN","RN"
2194,16140,"RN",""
2196,16142,"RN",""
2197,16143,"RO","Read Only"
2198,16144,"DI","Dietitian"
2199,16145,"MD","Resident/Fellow/PA/NP"
2200,16146,"RO","Read Only"
2202,16148,"RO","Read Only"
2203,16149,"Res","Resident/Fellow/PA/NP"
2204,16150,"SW","Social Worker"
2205,16151,"RO","Read Only"
2206,16152,"MD",""
2207,16153,"MDs","Resident/Fellow/PA/NP"
2209,16155,"MD",""
2210,16156,"MD",""
2212,16158,"PhD",""
2213,16159,"MD",""
2214,16160,"RO","Read Only"
2216,16162,"RN",""
2217,16163,"RO","Read Only"
2218,16164,"MD","Resident/Fellow/PA/NP"
2219,16165,"MDs","Resident/Fellow/PA/NP"
2220,16166,"MD",""
2221,16167,"MedStu",""
2222,16168,"RO","Read Only"
2223,16169,"MD","Resident/Fellow/PA/NP"
2224,16170,"Rehab","Rehabilitation"
2225,16171,"UCO","UCO"
2227,16173,"RO","Read Only"
2732,16732,"RO","Read Only"
2733,16733,"RPH","Pharmacist"
2735,16735,"RN",""
2736,16736,"MD",""
2737,16737,"Rehab","Rehabilitation"
2738,16738,"RO","Read Only"
2739,16739,"Res","Resident/Fellow/PA/NP"
2740,16740,"MD","Attending"
2742,16742,"RN","RN"
2743,16743,"Res","Resident/Fellow/PA/NP"
2744,16744,"RN","RN"
2745,16745,"MD",""
2746,16746,"RT","Respiratory"
2747,16747,"MD","Attending"
2748,16748,"RO","Read Only"
2749,16749,"Res","Resident/Fellow/PA/NP"
2750,16750,"Res","Resident/Fellow/PA/NP"
2751,16751,"Res","Resident/Fellow/PA/NP"
2752,16752,"Res","Resident/Fellow/PA/NP"
2753,16753,"Res","Resident/Fellow/PA/NP"
2754,16754,"RO","Read Only"
2755,16755,"MD","Read Only"
2756,16756,"RO","Read Only"
2757,16757,"Res","Resident/Fellow/PA/NP"
2758,16758,"Res","Resident/Fellow/PA/NP"
2759,16759,"Res","Resident/Fellow/PA/NP"
2760,16760,"Res","Resident/Fellow/PA/NP"
2761,16761,"Res","Resident/Fellow/PA/NP"
2762,16762,"Res","Resident/Fellow/PA/NP"
2763,16763,"Res","Resident/Fellow/PA/NP"
2764,16764,"CM","Case Manager"
2765,16765,"Res","Resident/Fellow/PA/NP"
2767,16767,"MD",""
2768,16768,"Res","Resident/Fellow/PA/NP"
2770,16770,"MD","Read Only"
2771,16771,"RPH","Pharmacist"
2774,16774,"Res","Resident/Fellow/PA/NP"
2776,16776,"Res","Resident/Fellow/PA/NP"
2777,16777,"CM","Case Manager"
2780,16780,"Res","Resident/Fellow/PA/NP"
2784,16784,"MD","Attending"
2785,16785,"Res","Resident/Fellow/PA/NP"
2786,16786,"RPH","Pharmacist"
2788,16788,"RO","Read Only"
2789,16789,"Rehab","Rehabilitation"
2790,16790,"RO","Read Only"
2791,16791,"MD",""
2793,16793,"MD",""
2794,16794,"MD","Read Only"
2795,16795,"RO","Read Only"
2796,16796,"Res","Resident/Fellow/PA/NP"
3012,17363,"RO","Read Only"
3015,17366,"MD",""
3017,17368,"RPh","Read Only"
3018,17369,"MD",""
3020,17371,"MD",""
3021,17372,"MedRes","Resident/Fellow/PA/NP"
3022,17373,"MD","Attending"
3023,17374,"Res","Resident/Fellow/PA/NP"
3024,17375,"UCO","UCO"
3025,17376,"Res","Resident/Fellow/PA/NP"
3026,17377,"Res","Resident/Fellow/PA/NP"
3027,17378,"RO","Read Only"
3028,17379,"MD",""
3029,17380,"MedSt",""
3030,17381,"RO","Read Only"
3031,17382,"RO","Read Only"
3032,17383,"MD","Resident/Fellow/PA/NP"
3033,17384,"MDs","Resident/Fellow/PA/NP"
3035,17386,"MD",""
3036,17387,"MD","Resident/Fellow/PA/NP"
3038,17389,"RO","Read Only"
3039,17390,"ms",""
3041,17392,"MD",""
3042,17393,"MD",""
3394,17395,"RPH","Pharmacist"
3397,17398,"RRT",""
3398,17399,"RN","Read Only"
3399,17400,"MD",""
3400,17401,"RO","Read Only"
3402,17403,"RO","Read Only"
3403,17404,"MD",""
3405,17406,"Res","Resident/Fellow/PA/NP"
3406,17407,"MD","Attending"
3407,17408,"RO","Read Only"
3408,17409,"PCT","PCT/NA"
3409,17410,"RO","Read Only"
3410,17411,"RO","Read Only"
3412,17413,"RO","Read Only"
3413,17414,"MD",""
3414,17415,"RO","Read Only"
3416,17417,"RO","Read Only"
3418,17419,"MD","Attending"
3419,17420,"PCT",""
3420,17421,"MD","Attending"
3421,17422,"Res","Resident/Fellow/PA/NP"
3422,17423,"MD",""
3423,17424,"RO","Read Only"
3424,17425,"MD",""
3425,17426,"Res","Resident/Fellow/PA/NP"
3426,17427,"MD",""
3427,17428,"MDs",""
3429,17430,"RO","Read Only"
3430,17431,"RO","Read Only"
3431,17432,"MDs",""
3432,17433,"MD",""
3435,17436,"MD","Read Only"
3436,17437,"SW","Social Worker"
3437,17438,"NsgSt",""
3438,17439,"RN",""
3439,17440,"RN","RN"
3440,17441,"NP",""
3444,17445,"RO","Read Only"
3446,17447,"Res","Resident/Fellow/PA/NP"
3447,17448,"MD",""
3448,17449,"RO","Read Only"
3450,17451,"STD",""
3451,17452,"UA",""
3452,17453,"RN","Resident/Fellow/PA/NP"
3456,17457,"RN","RN"
3457,17458,"RN",""
3458,17459,"Dr",""
3460,17461,"RN","RN"
3461,17462,"RO","Read Only"
3463,17464,"RN","RN"
3464,17465,"MD",""
3466,17467,"MD",""
3467,17468,"RO","Read Only"
3468,17469,"RO","Read Only"
3470,17471,"RO","Read Only"
3471,17472,"RN",""
3472,17473,"UCO","UCO"
3473,17474,"RN","RN"
3474,17475,"Res","Resident/Fellow/PA/NP"
3477,17478,"RN","RN"
3478,17479,"RRT","Respiratory"
3480,17481,"RO","Read Only"
3483,17484,"RO","Read Only"
3484,17485,"RN","RN"
3486,17487,"RRT",""
3487,17488,"MD",""
3488,17489,"MD",""
3489,17490,"RO","Read Only"
3490,17491,"RO","Read Only"
3491,17492,"MD",""
3493,17494,"RO","Read Only"
3494,17495,"RN",""
3495,17496,"RN",""
3496,17497,"RO","Read Only"
3497,17498,"MD",""
3499,17500,"RO","Read Only"
3500,17501,"RO","Read Only"
3501,17502,"RO","Read Only"
3502,17503,"Res",""
3503,17504,"MD",""
3504,17505,"Coord",""
3506,17507,"PT","Rehabilitation"
3507,17508,"RN",""
3508,17509,"MD",""
3509,17510,"MD",""
3510,17511,"RN",""
3511,17512,"RN",""
3512,17513,"RO","Read Only"
3513,17514,"Res","Resident/Fellow/PA/NP"
3515,17516,"MD","Resident/Fellow/PA/NP"
3517,17518,"RO","Read Only"
3518,17519,"PCT",""
3520,17521,"DI",""
3522,17523,"RO","Read Only"
3523,17524,"DR",""
3524,17525,"RN","RN"
3525,17526,"STD",""
3526,17527,"MD","Resident/Fellow/PA/NP"
3531,17532,"RO","Read Only"
3532,17533,"RO","Read Only"
3534,17535,"RPh",""
3537,17538,"Res","Resident/Fellow/PA/NP"
3540,17541,"Res","Resident/Fellow/PA/NP"
3541,17542,"Res","Resident/Fellow/PA/NP"
3542,17543,"MD",""
3543,17544,"MD",""
3544,17545,"RO","Read Only"
3545,17546,"NuStud",""
3546,17547,"MD",""
3547,17548,"Res","Resident/Fellow/PA/NP"
2800,16800,"RO","Read Only"
2801,16801,"RO","Read Only"
2804,16804,"MD",""
2806,16806,"IMD","IMD"
2807,16807,"SW","Social Worker"
2808,16808,"RO","Read Only"
2809,16809,"RO","Read Only"
2810,16810,"MD","Resident/Fellow/PA/NP"
2812,16812,"RO","Read Only"
2813,16813,"MDs",""
2815,16815,"RO","Read Only"
2816,16816,"RO","Read Only"
2818,16818,"RN","RN"
2820,16820,"RO","Read Only"
2821,16821,"RO","Read Only"
2822,16822,"RO","Read Only"
2824,16824,"RTStu",""
2827,16827,"UA","UCO"
2828,16828,"Res","Resident/Fellow/PA/NP"
2829,16829,"Prog",""
2831,16831,"MS",""
2832,16832,"UCO",""
2833,16833,"RO","Read Only"
2834,16834,"RO","Read Only"
2835,16835,"RO","Read Only"
2836,16836,"UCO","UCO"
2837,16837,"RN","RN"
2838,16838,"RD","Dietitian"
2839,16839,"RO","Read Only"
2841,16841,"RO","Read Only"
2842,16842,"RPh",""
2846,16846,"CoWker",""
2847,16847,"CRA",""
2848,16848,"RRT",""
2849,16849,"RO","Read Only"
2850,16850,"PT",""
2851,16851,"MD",""
2852,16852,"Res","Resident/Fellow/PA/NP"
2854,16854,"RT","Respiratory"
2855,16855,"MS",""
2856,16856,"RO","Read Only"
2858,16858,"PHaD",""
2861,16861,"rn","RN"
2863,16863,"Res","Resident/Fellow/PA/NP"
2864,16864,"rn",""
2865,16865,"RN",""
2867,16867,"MD","Attending"
2868,16868,"RO","Read Only"
2869,16869,"RN",""
2870,16870,"RN","RN"
2871,16871,"RO","Read Only"
2872,16872,"RO","Read Only"
2874,16874,"RO","Read Only"
2878,16878,"RO","Read Only"
2879,16879,"RO","Read Only"
2881,16881,"Stu",""
2882,16882,"Res",""
2884,16884,"RO","Read Only"
2885,16885,"MD","Attending"
2886,16886,"RN,RPh",""
2887,16887,"MD",""
2888,16888,"MD","Read Only"
2889,16889,"RO","Read Only"
2890,16890,"RN","RN"
2892,16892,"RO","Read Only"
2893,16893,"RO","Read Only"
2894,16894,"RN",""
2895,16895,"RO","Read Only"
2897,16897,"MD",""
2899,16899,"RN",""
2900,16900,"RO","Read Only"
2903,16903,"RN",""
2904,16904,"MD",""
2905,16905,"MD",""
2906,16906,"ISSUPP",""
2907,16907,"MD","Resident/Fellow/PA/NP"
2908,16908,"MD",""
2909,16909,"RO","Read Only"
2910,16910,"MD",""
2911,16911,"RO","Read Only"
2912,16912,"RO","Read Only"
2913,16913,"MD",""
2914,16914,"RN",""
2916,16916,"RN",""
2917,16917,"RO","Read Only"
2919,16919,"RO","Read Only"
2921,16921,"MDs",""
2922,16922,"MD",""
2923,16923,"RNC",""
2924,16924,"RRT","Respiratory"
2925,16925,"RO","Read Only"
2927,16927,"Rph","Pharmacist"
2930,16930,"RO","Read Only"
2931,16931,"CoOpst","Read Only"
2932,16932,"MDs",""
2935,16935,"RO","Read Only"
2936,16936,"MD",""
2938,16938,"MedSt.",""
2939,16939,"RN","RN"
2940,16940,"RO","Read Only"
2941,16941,"RRT",""
2943,16943,"Res","Resident/Fellow/PA/NP"
2944,16944,"Res","Resident/Fellow/PA/NP"
2945,16945,"RRT","Respiratory"
2947,16947,"MDs","Resident/Fellow/PA/NP"
2948,16948,"RN","RN"
2949,16949,"RN",""
2950,16950,"RN",""
2951,16951,"RN","Respiratory"
2952,16952,"RO","Read Only"
2953,16953,"UCO","UCO"
2954,16954,"RRT",""
2958,16958,"STD",""
2959,16959,"MD",""
2961,16961,"MD","Resident/Fellow/PA/NP"
2963,16963,"RO","Read Only"
2965,16965,"Co-Wor","PCT/NA"
2966,16966,"RO","Read Only"
2968,16968,"RO","Read Only"
2969,16969,"MS",""
2970,16970,"MD",""
2971,16971,"PT",""
2973,16974,"MD","Resident/Fellow/PA/NP"
2974,16975,"RRT",""
2975,16976,"MD",""
2976,16977,"MD","Resident/Fellow/PA/NP"
2977,16978,"RN","RN"
2978,16979,"RO","Read Only"
2979,16980,"MD","Resident/Fellow/PA/NP"
2980,16981,"MSIV",""
2981,16982,"MD",""
2982,16983,"MD","Read Only"
2984,16985,"RRT","Respiratory"
2986,16987,"PhStud",""
2987,16988,"MD","Read Only"
2989,16990,"RO","Read Only"
2990,16991,"MD",""
2991,16992,"RO","Read Only"
2994,16995,"MDs","Resident/Fellow/PA/NP"
3045,16997,"RO","Read Only"
3046,16998,"RO","Read Only"
3047,16999,"RO","Read Only"
3048,17000,"MD",""
3049,17001,"RN",""
3050,17002,"RN",""
3051,17003,"MS",""
3054,17006,"MD",""
3055,17007,"RO","Read Only"
3057,17009,"RN",""
3058,17010,"RN","RN"
3059,17011,"RO","Read Only"
3064,17016,"RO","Read Only"
3065,17017,"RO","Read Only"
3067,17019,"RO","Read Only"
3069,17021,"RO","Read Only"
3072,17024,"RO","Read Only"
3073,17025,"CRS","Read Only"
3076,17028,"RO","Read Only"
3079,17031,"MDs",""
3081,17033,"MD","Read Only"
3083,17035,"RO","Read Only"
3084,17036,"RO","Read Only"
3085,17037,"MD",""
3086,17038,"MD","Resident/Fellow/PA/NP"
3088,17040,"SRT",""
3089,17041,"Res","Resident/Fellow/PA/NP"
3090,17042,"MDs","Resident/Fellow/PA/NP"
3091,17043,"MD",""
3092,17044,"MD","Resident/Fellow/PA/NP"
3093,17045,"RO","Read Only"
3095,17047,"MD",""
3096,17048,"RN","RN"
3099,17051,"MD",""
3100,17052,"ISOPS","Administrator"
3101,17053,"RN","RN"
3105,17057,"MD","Read Only"
3106,17058,"RN","RN"
3107,17059,"MD",""
3108,17060,"DietIn",""
3110,17062,"RN","RN"
3111,17063,"RN","RN"
3112,17064,"RO","Read Only"
3116,17068,"RN",""
3117,17069,"RO","Read Only"
3119,17071,"RO","Read Only"
3120,17072,"MD",""
3121,17073,"RO","Read Only"
3124,17076,"RO","Read Only"
3126,17078,"RO","Read Only"
3128,17080,"RO","Read Only"
3132,17084,"RN",""
3135,17087,"RN",""
3136,17088,"RN","RN"
3137,17089,"MD",""
3139,17091,"SN",""
3141,17093,"RO","Read Only"
3142,17094,"RN",""
3144,17096,"RO","Read Only"
3146,17098,"MDs","Resident/Fellow/PA/NP"
3147,17099,"RO","Read Only"
3148,17100,"RO","Read Only"
3149,17101,"RN",""
3150,17102,"RN",""
3152,17104,"RO","Read Only"
3153,17105,"RO","Read Only"
3154,17106,"MD",""
3155,17107,"RO","Read Only"
3156,17108,"MD",""
3158,17110,"MD",""
3160,17112,"MD",""
3162,17114,"RN","RN"
3168,17120,"RO","Read Only"
3169,17121,"RN",""
3171,17123,"CoWker",""
3172,17124,"MDs","Resident/Fellow/PA/NP"
3174,17126,"RO","Read Only"
3175,17127,"CCP",""
3176,17128,"RN",""
3178,17130,"RN","RN"
3179,17131,"MDs","Read Only"
3181,17133,"RO","Read Only"
3182,17134,"RO","Read Only"
3184,17136,"RN","RN"
3185,17137,"RO","Read Only"
3186,17138,"RN",""
3188,17140,"CoRN","RN"
3190,17142,"MD",""
3192,17144,"CoWkr",""
3194,17146,"DI","Dietitian"
3195,17147,"RN","Read Only"
3196,17148,"RO","Read Only"
3197,17149,"DI",""
3198,17150,"MD",""
3205,17157,"MD",""
3208,17160,"RO","Read Only"
3209,17161,"MD",""
3210,17162,"MD",""
3211,17163,"MD",""
3214,17166,"UA","UCO"
3215,17167,"MS",""
3219,17171,"RRT",""
3221,17173,"RO","Read Only"
3222,17174,"MD",""
3223,17175,"MD","Resident/Fellow/PA/NP"
3224,17176,"Res","Resident/Fellow/PA/NP"
3225,17177,"CoOpSt","PCT/NA"
3226,17178,"RO","Read Only"
3227,17179,"MD",""
3229,17181,"RO","Read Only"
3230,17182,"RO","Read Only"
3233,17185,"MD","Resident/Fellow/PA/NP"
3234,17186,"RO","Read Only"
3235,17187,"PCT","PCT/NA"
3236,17188,"STD",""
3238,17190,"RN","RN"
3239,17191,"RO","Read Only"
3240,17192,"MD","Resident/Fellow/PA/NP"
3243,17195,"Res","Resident/Fellow/PA/NP"
3244,17196,"RN",""
3245,17197,"RO","Read Only"
3246,17198,"Res","Resident/Fellow/PA/NP"
3247,17199,"RRT","Read Only"
3248,17200,"RO","Read Only"
3249,17201,"STD","Read Only"
3250,17202,"RO","Read Only"
3251,17203,"RO","Read Only"
3252,17204,"SRN",""
3254,17206,"RN",""
3255,17207,"DPM",""
3260,17212,"Res","Resident/Fellow/PA/NP"
3261,17213,"MD",""
3262,17214,"Res","Resident/Fellow/PA/NP"
3263,17215,"RN",""
3264,17216,"RN",""
3265,17217,"RN",""
3268,17220,"RO","Read Only"
3269,17221,"DietIn",""
3270,17222,"RN","RN"
3271,17223,"MD","Read Only"
3272,17224,"SRT","Respiratory"
3273,17225,"RD","Dietitian"
3274,17226,"Res","Resident/Fellow/PA/NP"
3275,17227,"RN","RN"
3276,17228,"Rehab","Rehabilitation"
3277,17229,"RO","Read Only"
3279,17231,"RO","Read Only"
3280,17232,"RO","Read Only"
3281,17233,"RO","Read Only"
3283,17235,"ISSupp",""
3284,17236,"MD",""
3286,17238,"RO","Read Only"
3287,17239,"MDs","Resident/Fellow/PA/NP"
3288,17240,"RN",""
3289,17241,"CoWker",""
3291,17243,"PT","Rehabilitation"
3292,17244,"RO","Read Only"
3293,17245,"RO","Read Only"
3294,17246,"RN",""
3295,17247,"RD",""
3296,17248,"RN","RN"
3297,17249,"RN","RN"
3298,17250,"RN","RN"
3299,17251,"RN","RN"
3300,17252,"MD",""
3302,17254,"SN",""
3304,17256,"RO","Read Only"
3305,17257,"RO","Read Only"
3306,17258,"RO","Read Only"
3307,17259,"RN",""
3309,17261,"RO","Read Only"
3310,17262,"MD",""
3311,17263,"RO","Read Only"
3312,17264,"RN",""
3313,17265,"RO","Read Only"
3314,17266,"MD",""
3315,17267,"RN",""
3316,17268,"MD",""
3317,17269,"RN",""
3318,17270,"RN","RN"
3321,17273,"RTS",""
3322,17274,"RRT",""
3325,17277,"RRT","Respiratory"
3329,17281,"1390","Resident/Fellow/PA/NP"
3330,17282,"Res","Resident/Fellow/PA/NP"
3332,17284,"RO","Read Only"
3333,17285,"RO","Read Only"
3334,17286,"RN","RN"
3335,17287,"MD","Read Only"
3337,17289,"RPh",""
3339,17291,"RO","Read Only"
3340,17292,"MD","Resident/Fellow/PA/NP"
3341,17293,"MD",""
3342,17294,"St",""
3343,17295,"RN","RN"
3344,17296,"MD",""
3345,17297,"MD",""
3347,17299,"MD","Read Only"
3351,17303,"RO","Read Only"
3352,17304,"RO","Read Only"
3354,17306,"RN",""
3355,17307,"MD",""
3356,17308,"RO","Read Only"
3357,17309,"MS","Read Only"
3359,17311,"RO","Read Only"
3361,17313,"MD",""
3362,17314,"MedStu",""
3364,17316,"PhaStu",""
3365,17317,"MD","Resident/Fellow/PA/NP"
3366,17318,"MD","Read Only"
3367,17319,"Std","Resident/Fellow/PA/NP"
3369,17321,"MD",""
3370,17322,"MD","Resident/Fellow/PA/NP"
3371,17323,"MD",""
3373,17325,"RO","Read Only"
3375,17327,"RO","Read Only"
3377,17329,"MD",""
3378,17330,"MD",""
3379,17331,"MDs","Resident/Fellow/PA/NP"
3381,17333,"RO","Read Only"
3382,17334,"MD",""
3383,17335,"MD",""
3384,17336,"MD",""
3385,17337,"ISSupp",""
3386,17338,"MD","Attending"
3387,17339,"RN","RN"
3388,17340,"RT","Respiratory"
3389,17341,"Res","Resident/Fellow/PA/NP"
3390,17342,"Res","Resident/Fellow/PA/NP"
3392,17344,"RO","Read Only"
3393,17345,"Res",""
2996,17347,"RO","Read Only"
2998,17349,"RO","Read Only"
3000,17351,"di","Dietitian"
3001,17352,"SW","Social Worker"
3002,17353,"MD","Resident/Fellow/PA/NP"
3004,17355,"MD","Resident/Fellow/PA/NP"
3005,17356,"MD",""
3008,17359,"RO","Read Only"
3009,17360,"MD",""
3010,17361,"MDs",""
3011,17362,"RO","Read Only"
4624,18626,"RRT",""
4625,18627,"RO","Read Only"
4627,18629,"MD","Read Only"
4628,18630,"MD",""
4629,18631,"MD",""
4630,18632,"PCT","PCT/NA"
4631,18633,"MD","Attending"
4632,18634,"Res","Resident/Fellow/PA/NP"
4634,18636,"SRT",""
4635,18637,"MD",""
4636,18638,"RRT",""
4637,18639,"RN",""
4638,18640,"RO","Read Only"
4639,18641,"Res","Resident/Fellow/PA/NP"
4640,18642,"RO","Read Only"
4642,18644,"RO","Read Only"
4644,18646,"RPH","Pharmacist"
4645,18647,"Res","Resident/Fellow/PA/NP"
4646,18648,"RO","Read Only"
4648,18650,"NStude",""
4649,18651,"RN",""
4650,18652,"MD","Read Only"
4652,18654,"RN","RN"
4653,18655,"RN",""
4654,18656,"MD","Read Only"
4655,18657,"9596","Resident/Fellow/PA/NP"
4658,18660,"MD",""
4659,18661,"RT","Respiratory"
4662,18664,"RO","Read Only"
4665,18667,"RT","Respiratory"
4666,18668,"Admin","Administrator"
4668,18670,"RRT",""
4670,18672,"RO","Read Only"
4671,18673,"RN",""
4672,18674,"MD",""
4673,18675,"RN","RN"
4674,18676,"RN",""
4675,18677,"PT",""
4676,18678,"MD",""
4677,18679,"RN","RN"
4680,18682,"RO","Read Only"
4681,18683,"RO","Read Only"
1032,15032,"RT","Respiratory"
1033,15033,"Res","Resident/Fellow/PA/NP"
1034,15034,"MD","Attending"
1035,15035,"Res","Resident/Fellow/PA/NP"
1037,15037,"Rehab","Rehabilitation"
1038,15038,"RNs","RN"
1039,15039,"RN","RN"
1040,15040,"UC","PCT/NA"
1042,15042,"RO","Read Only"
1043,15043,"Res","Resident/Fellow/PA/NP"
1045,15045,"MD","Read Only"
1046,15046,"RN","RN"
1048,15048,"RN",""
1049,15049,"NP",""
1050,15050,"MD",""
1051,15051,"RO","Read Only"
1052,15052,"MD","Resident/Fellow/PA/NP"
1055,15055,"RN","RN"
1059,15059,"MDs","Resident/Fellow/PA/NP"
1063,15063,"RO","Read Only"
1064,15064,"RN",""
1065,15065,"RN","RN"
1066,15066,"MD",""
1067,15067,"RN",""
1068,15068,"RN",""
1069,15069,"Studen",""
1072,15072,"RN","RN"
1073,15073,"MD",""
1074,15074,"SW","Social Worker"
1075,15075,"RN","RN"
1078,15078,"Res","Resident/Fellow/PA/NP"
1080,15080,"Studen",""
1085,15085,"MD","Attending"
1089,15089,"RN","RN"
1090,15090,"MS",""
1091,15091,"Res","Resident/Fellow/PA/NP"
1092,15092,"Res","Resident/Fellow/PA/NP"
1093,15093,"Res","Resident/Fellow/PA/NP"
1097,15097,"Res","Resident/Fellow/PA/NP"
1099,15099,"RO","Read Only"
1103,15103,"Med St","Resident/Fellow/PA/NP"
1105,15105,"Co-Wkr",""
1106,15106,"MD","Resident/Fellow/PA/NP"
1107,15107,"RO","Read Only"
1108,15108,"SW","Social Worker"
1109,15109,"MD",""
1110,15110,"MD",""
1111,15111,"MD","Attending"
1112,15112,"RO","Read Only"
1114,15114,"RO","Read Only"
1115,15115,"CoOpst",""
1117,15117,"MD",""
1118,15118,"Res","Resident/Fellow/PA/NP"
1119,15119,"Res","Resident/Fellow/PA/NP"
1120,15120,"MD","Resident/Fellow/PA/NP"
1121,15121,"Res","Resident/Fellow/PA/NP"
1123,15123,"Res","Resident/Fellow/PA/NP"
1124,15124,"Res","Resident/Fellow/PA/NP"
1125,15125,"Res","Resident/Fellow/PA/NP"
1127,15127,"Res","Resident/Fellow/PA/NP"
1128,15128,"Res","Resident/Fellow/PA/NP"
1131,15131,"CM","Case Manager"
1134,15134,"Res","Resident/Fellow/PA/NP"
1136,15136,"Res","Resident/Fellow/PA/NP"
1137,15137,"Res","Resident/Fellow/PA/NP"
1138,15138,"Res","Resident/Fellow/PA/NP"
1139,15139,"Res","Resident/Fellow/PA/NP"
1140,15140,"Rehab","Rehabilitation"
1141,15141,"Res","Resident/Fellow/PA/NP"
1142,15142,"Res","Resident/Fellow/PA/NP"
1143,15143,"MDS","Read Only"
1145,15145,"RPH","Pharmacist"
1146,15146,"Res","Resident/Fellow/PA/NP"
1147,15147,"MS",""
1148,15148,"RO","Read Only"
1149,15149,"MDs","Resident/Fellow/PA/NP"
1150,15150,"RN",""
1151,15151,"MD",""
1152,15152,"Res","Resident/Fellow/PA/NP"
1153,15153,"RPh",""
1154,15154,"RO","Read Only"
1155,15155,"MD",""
1162,15162,"RRT",""
1163,15163,"UCO",""
1166,15166,"Res","Resident/Fellow/PA/NP"
1167,15167,"MD",""
1169,15169,"MS",""
1170,15170,"MD",""
1171,15171,"Res","Resident/Fellow/PA/NP"
1173,15173,"RD","Dietitian"
1175,15175,"MD",""
1176,15176,"RPH","Pharmacist"
1177,15177,"PCT","PCT/NA"
1243,15178,"Res","Resident/Fellow/PA/NP"
1244,15179,"RPH","Pharmacist"
1246,15181,"Res","Resident/Fellow/PA/NP"
1247,15182,"Res","Resident/Fellow/PA/NP"
1251,15186,"Res","Resident/Fellow/PA/NP"
1252,15187,"Res","Resident/Fellow/PA/NP"
1253,15188,"RPh",""
1256,15191,"RRT",""
1258,15193,"Rehab","Rehabilitation"
1259,15194,"MSIV",""
1260,15195,"RO","Read Only"
1261,15196,"RO","Read Only"
1264,15199,"MS",""
1265,15200,"PharmD","Pharmacist"
1268,15203,"SRT","Respiratory"
1269,15204,"DI","Dietitian"
1270,15205,"RO","Read Only"
1273,15208,"RO","Read Only"
1274,15209,"RO","Read Only"
1275,15210,"RO","Read Only"
1276,15211,"RO","Read Only"
1278,15213,"RO","Read Only"
1279,15214,"RO","Read Only"
1280,15215,"MD",""
1283,15218,"RN","RN"
1284,15219,"RO","Read Only"
1285,15220,"MDs",""
1287,15222,"RN","RN"
1288,15223,"RS","Read Only"
1289,15224,"RN",""
1290,15225,"RN","RN"
1291,15226,"RN","Read Only"
1292,15227,"MDs",""
1293,15228,"RO","Read Only"
1294,15229,"RN",""
1295,15230,"RO","Read Only"
1296,15231,"SRT",""
1299,15234,"MD","Resident/Fellow/PA/NP"
1300,15235,"MDs","Resident/Fellow/PA/NP"
1301,15236,"RPH",""
1302,15237,"MDs","Resident/Fellow/PA/NP"
