"row_id","icd9_code","short_title","long_title"
856,1161,"Lam keratplast w autgrft","Lamellar keratoplasty with autograft"
857,1162,"Lamellar keratoplast NEC","Other lamellar keratoplasty"
859,1164,"Perforat keratoplast NEC","Other penetrating keratoplasty"
862,1172,"Keratophakia","Keratophakia"
863,1173,"Keratoprosthesis","Keratoprosthesis"
864,1174,"Thermokeratoplasty","Thermokeratoplasty"
865,1175,"Radial keratotomy","Radial keratotomy"
867,1179,"Cornea reconstruct NEC","Other reconstructive and refractive surgery on cornea"
868,1191,"Corneal tattooing","Tattooing of cornea"
869,1192,"Remove corneal implant","Removal of artificial implant from cornea"
870,1199,"Corneal operation NEC","Other operations on cornea"
873,1202,"Nonmag remov ant seg FB","Removal of intraocular foreign body from anterior segment of eye without use of magnet"
875,1212,"Iridotomy NEC","Other iridotomy"
876,1213,"Prolapsed iris excision","Excision of prolapsed iris"
877,1214,"Iridectomy NEC","Other iridectomy"
878,1221,"Dx aspirat-ant chamber","Diagnostic aspiration of anterior chamber of eye"
880,1229,"Ant segment dx proc NEC","Other diagnostic procedures on iris, ciliary body, sclera, and anterior chamber"
883,1233,"Post synechiae lysis","Lysis of posterior synechiae"
886,1239,"Iridoplasty NEC","Other iridoplasty"
887,1240,"Remov ant segmnt les NOS","Removal of lesion of anterior segment of eye, not otherwise specified"
888,1241,"Nonexc destruc iris les","Destruction of lesion of iris, nonexcisional"
891,1244,"Excise ciliary body les","Excision of lesion of ciliary body"
892,1251,"Goniopuncture","Goniopuncture without goniotomy"
893,1252,"Goniotomy","Goniotomy without goniopuncture"
894,1253,"Goniotomy w goniopunctur","Goniotomy with goniopuncture"
895,1254,"Trabeculotomy ab externo","Trabeculotomy ab externo"
897,1259,"Facilit intraoc circ NEC","Other facilitation of intraocular circulation"
898,1261,"Trephin sclera w iridect","Trephination of sclera with iridectomy"
900,1263,"Iridencleisis/iridotasis","Iridencleisis and iridotasis"
901,1264,"Trabeculectom ab externo","Trabeculectomy ab externo"
902,1265,"Scler fistuliz w iridect","Other scleral fistulization with iridectomy"
903,1266,"Postop revis scl fistul","Postoperative revision of scleral fistulization procedure"
904,1267,"Insert aqueous drain dev","Insertion of aqueous drainage device"
905,1269,"Scler fistulizing op NEC","Other scleral fistulizing procedure"
907,1272,"Cyclocryotherapy","Cyclocryotherapy"
908,1273,"Cyclophotocoagulation","Cyclophotocoagulation"
909,1274,"Cil body diminution NOS","Diminution of ciliary body, not otherwise specified"
910,1279,"Glaucoma procedure NEC","Other glaucoma procedures"
911,1281,"Suture scleral lacer","Suture of laceration of sclera"
912,1282,"Scleral fistula repair","Repair of scleral fistula"
918,1288,"Sclera reinforcement NEC","Other scleral reinforcement"
919,1289,"Scleral operation NEC","Other operations on sclera"
920,1291,"Therapeut evac ant chamb","Therapeutic evacuation of anterior chamber"
924,1298,"Ciliary body op NEC","Other operations on ciliary body"
925,1299,"Anterior chamber op NEC","Other operations on anterior chamber"
927,1301,"Magnet remove FB lens","Removal of foreign body from lens with use of magnet"
928,1302,"Nonmagnet remove FB lens","Removal of foreign body from lens without use of magnet"
929,1311,"Temp-inf intrcap lens ex","Intracapsular extraction of lens by temporal inferior route"
930,1319,"Intracapsul lens ext NEC","Other intracapsular extraction of lens"
931,132,"Linear extracap lens ext","Extracapsular extraction of lens by linear extraction technique"
936,1351,"Temp-inf xtracap lens ex","Extracapsular extraction of lens by temporal inferior route"
937,1359,"Extracap lens extrac NEC","Other extracapsular extraction of lens"
938,1364,"After-catar discission","Discission of secondary membrane [after cataract]"
939,1365,"After-cataract excision","Excision of secondary membrane [after cataract]"
941,1369,"Cataract extraction NEC","Other cataract extraction"
942,1370,"Insert pseudophakos NOS","Insertion of pseudophakos, not otherwise specified"
943,1371,"Insert lens at catar ext","Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage"
944,1372,"Secondary insert lens","Secondary insertion of intraocular lens prosthesis"
946,1390,"Operation on lens NEC","Operation on lens, not elsewhere classified"
947,1391,"Impl intraoc telesc pros","Implantation of intraocular telescope prosthesis"
949,1401,"Magnet remov post seg FB","Removal of foreign body from posterior segment of eye with use of magnet"
950,1402,"Nonmag remov post seg FB","Removal of foreign body from posterior segment of eye without use of magnet"
951,1411,"Diagnost vitreous aspir","Diagnostic aspiration of vitreous"
952,1419,"Dx proc post seg NEC","Other diagnostic procedures on retina, choroid, vitreous, and posterior chamber"
953,2023,"Middle ear incision","Incision of middle ear"
955,2032,"Mid & inner ear biopsy","Biopsy of middle and inner ear"
956,2039,"Mid/in ear dx proc NEC","Other diagnostic procedures on middle and inner ear"
957,2041,"Simple mastoidectomy","Simple mastoidectomy"
959,2049,"Mastoidectomy NEC","Other mastoidectomy"
960,2051,"Excise middle ear lesion","Excision of lesion of middle ear"
961,2059,"Middle ear excision NEC","Other excision of middle ear"
962,2061,"Inner ear fenestration","Fenestration of inner ear (initial)"
963,2062,"Revis inner ear fenestra","Revision of fenestration of inner ear"
965,1741,"Open robotic assist proc","Open robotic assisted procedure"
967,1743,"Perc robotic assist proc","Percutaneous robotic assisted procedure"
968,1744,"Endo robotic assist proc","Endoscopic robotic assisted procedure"
970,1749,"Robotic ast proc NEC/NOS","Other and unspecified robotic assisted procedure"
971,1751,"Implant CCM,total system","Implantation of rechargeable cardiac contractility modulation [CCM], total system"
972,1752,"Implant CCM pulse genrtr","Implantation or replacement of cardiac contractility modulation [CCM] rechargeable pulse generator only"
973,1753,"Perc ather extracran vsl","Percutaneous atherectomy of extracranial vessel(s)"
974,1754,"Perc ather intracran vsl","Percutaneous atherectomy of intracranial vessel(s)"
975,1755,"Translum cor atherectomy","Transluminal coronary atherectomy"
976,1756,"Ather oth non-cor vessel","Atherectomy of other non-coronary vessel(s)"
977,1761,"LITT lesn brain,guidance","Laser interstitial thermal therapy [LITT] of lesion or tissue of brain under guidance"
978,1762,"LITT les hd/nck,guidance","Laser interstitial thermal therapy [LITT] of lesion or tissue of head and neck under guidance"
980,1769,"LITT lesn, guide oth/NOS","Laser interstitial thermal therapy [LITT] of lesion or tissue of other and unspecified site under guidance"
981,1770,"IV infusion clofarabine","Intravenous infusion of clofarabine"
982,1771,"Non-coronary IFVA","Non-coronary intra-operative fluorescence vascular angiography [IFVA]"
983,1781,"Insert antimicrobial env","Insertion of antimicrobial envelope"
985,1802,"Ext auditory canal incis","Incision of external auditory canal"
986,1809,"External ear incis NEC","Other incision of external ear"
988,1812,"External ear biopsy","Biopsy of external ear"
989,1819,"Ext ear diagnos proc NEC","Other diagnostic procedures on external ear"
992,1831,"Rad excis ext ear les","Radical excision of lesion of external ear"
995,185,"Correction prominent ear","Surgical correction of prominent ear"
996,186,"Ext audit canal reconstr","Reconstruction of external auditory canal"
997,1871,"Construction ear auricle","Construction of auricle of ear"
998,1872,"Reattach amputated ear","Reattachment of amputated ear"
999,1879,"Plastic rep ext ear NEC","Other plastic repair of external ear"
1000,189,"Other ext ear operations","Other operations on external ear"
1002,1911,"Stapedect w replac incus","Stapedectomy with incus replacement"
1004,1921,"Rev stapdec w incus repl","Revision of stapedectomy with incus replacement"
1005,1929,"Stapedectomy revis NEC","Other revision of stapedectomy"
1006,193,"Ossicular chain op NEC","Other operations on ossicular chain"
1007,194,"Myringoplasty","Myringoplasty"
1009,1953,"Type 3 tympanoplasty","Type III tympanoplasty"
1011,1955,"Type 5 tympanoplasty","Type V tympanoplasty"
1012,196,"Tympanoplasty revision","Revision of tympanoplasty"
1013,199,"Middle ear repair NEC","Other repair of middle ear"
1014,2001,"Myringotomy w intubation","Myringotomy with insertion of tube"
1015,2009,"Myringotomy NEC","Other myringotomy"
1017,2021,"Mastoid incision","Incision of mastoid"
1018,2022,"Petrus pyram air cel inc","Incision of petrous pyramid air cells"
1020,2370,"Root canal NOS","Root canal, not otherwise specified"
1022,2372,"Root canal w apicoectomy","Root canal therapy with apicoectomy"
1023,2373,"Apicoectomy","Apicoectomy"
1024,240,"Gum or alveolar incision","Incision of gum or alveolar bone"
1025,2411,"Gum biopsy","Biopsy of gum"
1026,2412,"Alveolus biopsy","Biopsy of alveolus"
1027,2419,"Tooth & gum dx proc NEC","Other diagnostic procedures on teeth, gums, and alveoli"
1028,242,"Gingivoplasty","Gingivoplasty"
1032,244,"Exc of dental les of jaw","Excision of dental lesion of jaw"
1033,245,"Alveoloplasty","Alveoloplasty"
1034,246,"Exposure of tooth","Exposure of tooth"
1035,247,"Orthodon applianc applic","Application of orthodontic appliance"
1036,248,"Other orthodontic operat","Other orthodontic operation"
1038,2499,"Dental operation NEC","Other dental operations"
1039,2501,"Closed biopsy of tongue","Closed [needle] biopsy of tongue"
1040,2502,"Open biopsy of tongue","Open biopsy of tongue"
1042,2591,"Lingual frenotomy","Lingual frenotomy"
1043,2592,"Lingual frenectomy","Lingual frenectomy"
1044,2593,"Lysis of tongue adhesion","Lysis of adhesions of tongue"
1046,2599,"Tongue operation NEC","Other operations on tongue"
1047,260,"Incis salivary glnd/duct","Incision of salivary gland or duct"
1050,2619,"Saliv glnd dx proc NEC","Other diagnostic procedures on salivary glands and ducts"
1052,2629,"Saliv lesion excis NEC","Other excision of salivary gland lesion"
1053,2630,"Sialoadenectomy NOS","Sialoadenectomy, not otherwise specified"
1054,2631,"Partial sialoadenectomy","Partial sialoadenectomy"
1055,2632,"Complete sialoadenectomy","Complete sialoadenectomy"
1057,2642,"Salivary fistula closure","Closure of salivary fistula"
1058,2649,"Salivary repair NEC","Other repair and plastic operations on salivary gland or duct"
1059,2691,"Salivary duct probing","Probing of salivary duct"
1060,2699,"Salivary operation NEC","Other operations on salivary gland or duct"
1061,270,"Drain face & mouth floor","Drainage of face and floor of mouth"
1063,251,"Destruction tongue les","Excision or destruction of lesion or tissue of tongue"
1064,252,"Partial glossectomy","Partial glossectomy"
1065,253,"Complete glossectomy","Complete glossectomy"
1066,254,"Radical glossectomy","Radical glossectomy"
1068,2072,"Inner ear injection","Injection into inner ear"
1069,2079,"Inc/exc/destr in ear NEC","Other incision, excision, and destruction of inner ear"
1070,208,"Eustachian tube ops","Operations on eustachian tube"
1071,2091,"Tympanosympathectomy","Tympanosympathectomy"
1072,2092,"Mastoidectomy revision","Revision of mastoidectomy"
1073,2093,"Repair oval/round window","Repair of oval and round windows"
1075,2095,"Elecmag hear dev implant","Implantation of electromagnetic hearing device"
1076,2096,"Implt cochlear prost NOS","Implantation or replacement of cochlear prosthetic device, not otherwise specified"
1078,2098,"Imp/rep mchan cochl pros","Implantation or replacement of cochlear prosthetic device, multiple channel"
1079,2099,"Mid-inner ear ops NEC","Other operations on middle and inner ear"
1080,2100,"Control of epistaxis NOS","Control of epistaxis, not otherwise specified"
1081,2101,"Ant nasal pack for epist","Control of epistaxis by anterior nasal packing"
1083,2103,"Cautery to stop epistax","Control of epistaxis by cauterization (and packing)"
1086,2106,"Ext carot art lig-epist","Control of epistaxis by ligation of the external carotid artery"
1088,2109,"Epistaxis control NEC","Control of epistaxis by other means"
1089,211,"Incision of nose","Incision of nose"
1090,2121,"Rhinoscopy","Rhinoscopy"
1092,2129,"Nasal dx proc NEC","Other diagnostic procedures on nose"
1094,2131,"Intranas les destruction","Local excision or destruction of intranasal lesion"
1095,2132,"Nasal les destruct NEC","Local excision or destruction of other lesion of nose"
1096,214,"Resection of nose","Resection of nose"
1097,215,"Submuc nasal sept resect","Submucous resection of nasal septum"
1098,2161,"Diather/cryo turbinectom","Turbinectomy by diathermy or cryosurgery"
1100,2169,"Turbinectomy NEC","Other turbinectomy"
1101,2171,"Clos reduction nasal fx","Closed reduction of nasal fracture"
1102,2172,"Open reduction nasal fx","Open reduction of nasal fracture"
1103,2181,"Nasal laceration suture","Suture of laceration of nose"
1104,2182,"Nasal fistula closure","Closure of nasal fistula"
1105,2183,"Tot nasal reconstruction","Total nasal reconstruction"
1106,2184,"Revision rhinoplasty","Revision rhinoplasty"
1108,2186,"Limited rhinoplasty","Limited rhinoplasty"
1111,2189,"Nasal repair NEC","Other repair and plastic operations on nose"
1112,2191,"Lysis of nasal adhesions","Lysis of adhesions of nose"
1115,2201,"Sinus punct for lavage","Puncture of nasal sinus for aspiration or lavage"
1116,2202,"Sinus lavage thru ostium","Aspiration or lavage of nasal sinus through natural ostium"
1119,2219,"Nasal sinus dx proc NEC","Other diagnostic procedures on nasal sinuses"
1123,2241,"Frontal sinusotomy","Frontal sinusotomy"
1124,2242,"Frontal sinusectomy","Frontal sinusectomy"
1127,2252,"Sphenoidotomy","Sphenoidotomy"
1129,2260,"Sinusectomy NOS","Sinusectomy, not otherwise specified"
1130,2261,"C-luc exc max sinus les","Excision of lesion of maxillary sinus with Caldwell-Luc approach"
1131,2262,"Exc max sinus lesion NEC","Excision of lesion of maxillary sinus with other approach"
1134,2271,"Nasal sinus fistula clos","Closure of nasal sinus fistula"
1135,2279,"Nasal sinus repair NEC","Other repair of nasal sinus"
1136,229,"Other nasal sinus ops","Other operations on nasal sinuses"
1137,2301,"Deciduous tooth extract","Extraction of deciduous tooth"
1138,2309,"Tooth extraction NEC","Extraction of other tooth"
1139,2311,"Residual root removal","Removal of residual root"
1140,2319,"Surg tooth extract NEC","Other surgical extraction of tooth"
1141,232,"Tooth restor by filling","Restoration of tooth by filling"
1143,2341,"Crown application","Application of crown"
1145,2343,"Insert removable bridge","Insertion of removable bridge"
1146,2349,"Dental restoration NEC","Other dental restoration"
1147,235,"Tooth implantation","Implantation of tooth"
1148,2991,"Pharyngeal dilation","Dilation of pharynx"
1149,2992,"Divis glossopharyng nerv","Division of glossopharyngeal nerve"
1150,2999,"Pharyngeal operation NEC","Other operations on pharynx"
1152,3009,"Destruct larynx les NEC","Other excision or destruction of lesion or tissue of larynx"
1155,3022,"Vocal cordectomy","Vocal cordectomy"
1157,303,"Complete laryngectomy","Complete laryngectomy"
1158,304,"Radical laryngectomy","Radical laryngectomy"
1160,2721,"Bony palate biopsy","Biopsy of bony palate"
1161,2722,"Uvula and soft palate bx","Biopsy of uvula and soft palate"
1162,2723,"Lip biopsy","Biopsy of lip"
1163,2724,"Mouth biopsy NOS","Biopsy of mouth, unspecified structure"
1164,2729,"Oral cavity dx proc NEC","Other diagnostic procedures on oral cavity"
1165,2731,"Loc exc bony palate les","Local excision or destruction of lesion or tissue of bony palate"
1166,2732,"Wide exc bony palate les","Wide excision or destruction of lesion or tissue of bony palate"
1167,2741,"Labial frenumectomy","Labial frenectomy"
1168,2742,"Wide excision of lip les","Wide excision of lesion of lip"
1169,2743,"Excision of lip les NEC","Other excision of lesion or tissue of lip"
1170,2749,"Excision of mouth NEC","Other excision of mouth"
1171,2751,"Suture of lip laceration","Suture of laceration of lip"
1172,2752,"Suture of mouth lac NEC","Suture of laceration of other part of mouth"
1175,2755,"Full-thick grft to mouth","Full-thickness skin graft to lip and mouth"
1176,2756,"Skin graft to mouth NEC","Other skin graft to lip and mouth"
1177,2757,"Pedicle attach to mouth","Attachment of pedicle or flap graft to lip and mouth"
1179,2761,"Suture of palate lacerat","Suture of laceration of palate"
1181,2763,"Revis cleft palat repair","Revision of cleft palate repair"
1182,2764,"Insert palatal implant","Insertion of palatal implant"
1183,2769,"Oth plastic repair palat","Other plastic repair of palate"
1184,2771,"Incision of uvula","Incision of uvula"
1187,2779,"Other uvula operations","Other operations on uvula"
1188,2791,"Labial frenotomy","Labial frenotomy"
1189,2792,"Mouth incision NOS","Incision of mouth, unspecified structure"
1191,280,"Peritonsillar i & d","Incision and drainage of tonsil and peritonsillar structures"
1192,2811,"Tonsil&adenoid biopsy","Biopsy of tonsils and adenoids"
1193,2819,"Tonsil&adenoid dx op NEC","Other diagnostic procedures on tonsils and adenoids"
1194,282,"Tonsillectomy","Tonsillectomy without adenoidectomy"
1196,284,"Excision of tonsil tag","Excision of tonsil tag"
1197,285,"Excision lingual tonsil","Excision of lingual tonsil"
1198,286,"Adenoidectomy","Adenoidectomy without tonsillectomy"
1200,2891,"Incis to remov tonsil FB","Removal of foreign body from tonsil and adenoid by incision"
1201,2892,"Excis tonsil/adenoid les","Excision of lesion of tonsil and adenoid"
1202,2899,"Tonsil/adenoid ops NEC","Other operations on tonsils and adenoids"
1203,290,"Pharyngotomy","Pharyngotomy"
1204,2911,"Pharyngoscopy","Pharyngoscopy"
1208,2931,"Cricopharyngeal myotomy","Cricopharyngeal myotomy"
1209,5280,"Pancreat transplant NOS","Pancreatic transplant, not otherwise specified"
1210,5281,"Reimplant pancreatic tis","Reimplantation of pancreatic tissue"
1213,5284,"Autotrnsplnt islets lang","Autotransplantation of cells of Islets of Langerhans"
1214,5285,"Allotrnsplnt islets lang","Allotransplantation of cells of Islets of Langerhans"
1216,5292,"Cannulation pancrea duc","Cannulation of pancreatic duct"
1217,5293,"Endosc inser panc stent","Endoscopic insertion of stent (tube) into pancreatic duct"
1218,5294,"Endosc remove panc stone","Endoscopic removal of stone(s) from pancreatic duct"
1219,5295,"Pancreatic repair NEC","Other repair of pancreas"
1221,5297,"Endosc inser nasopan tub","Endoscopic insertion of nasopancreatic drainage tube"
1222,5298,"Endosc dil pancreat duct","Endoscopic dilation of pancreatic duct"
1223,5299,"Pancreatic operation NEC","Other operations on pancreas"
1224,5300,"Unilat ing hern rep NOS","Unilateral repair of inguinal hernia, not otherwise specified"
1227,5303,"Opn dir ing hern-gft NEC","Other and open repair of direct inguinal hernia with graft or prosthesis"
1228,5304,"Opn ind ing hern-gft NEC","Other and open repair of indirect inguinal hernia with graft or prosthesis"
1230,5310,"Bilat ing hernia rep NOS","Bilateral repair of inguinal hernia, not otherwise specified"
1232,5312,"Opn bil ind ing hern NEC","Other and open bilateral repair of indirect inguinal hernia"
1233,5313,"Opn bi dr/in ing hrn NEC","Other and open bilateral repair of inguinal hernia, one direct and one indirect"
1236,5316,"Op bi dr/in ig hr-gr NEC","Other and open bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis"
1237,5317,"Bil ing hrn rep-grft NOS","Bilateral inguinal hernia repair with graft or prosthesis, not otherwise specified"
1238,5321,"Unil femor hrn rep-grft","Unilateral repair of femoral hernia with graft or prosthesis"
1239,5329,"Unil femor hern rep NEC","Other unilateral femoral herniorrhaphy"
1240,5331,"Bil fem hern repair-grft","Bilateral repair of femoral hernia with graft or prosthesis"
1242,5341,"Opn rep umb hrn-grft NEC","Other and open repair of umbilical hernia with graft or prosthesis"
1245,5349,"Open rep umbil hern NEC","Other open umbilical herniorrhaphy"
1247,5359,"Abd wall hern repair NEC","Repair of other hernia of anterior abdominal wall"
1249,5362,"Lap incis hern repr-grft","Laparoscopic incisional hernia repair with graft or prosthesis"
1253,5372,"Opn abd diaphrm hern NEC","Other and open repair of diaphragmatic hernia, abdominal approach"
1254,5375,"Abd rep-diaphr hern NOS","Repair of diaphragmatic hernia, abdominal approach, not otherwise specified"
1255,5380,"Thor rep-diaph hern NOS","Repair of diaphragmatic hernia with thoracic approach, not otherwise specified"
1256,5381,"Diaphragmatic plication","Plication of the diaphragm"
1257,5382,"Parastern hernia repair","Repair of parasternal hernia"
1258,5383,"Lap thorc app-diaph hern","Laparoscopic repair of diaphragmatic hernia, with thoracic approach"
1259,5384,"Opn thorc diaph hern NEC","Other and open repair of diaphragmatic hernia, with thoracic approach"
1261,540,"Abdominal wall incision","Incision of abdominal wall"
1264,5419,"Laparotomy NEC","Other laparotomy"
1265,5421,"Laparoscopy","Laparoscopy"
1266,5422,"Abdominal wall biopsy","Biopsy of abdominal wall or umbilicus"
1268,5424,"Closed intra-abd mass bx","Closed [percutaneous] [needle] biopsy of intra-abdominal mass"
1270,5429,"Abd region dx proc NEC","Other diagnostic procedures on abdominal region"
1271,543,"Destruct abd wall lesion","Excision or destruction of lesion or tissue of abdominal wall or umbilicus"
1273,5451,"Lap periton adhesiolysis","Laparoscopic lysis of peritoneal adhesions"
1274,5459,"Oth periton adhesiolysis","Other lysis of peritoneal adhesions"
1275,5461,"Reclose post op disrupt","Reclosure of postoperative disruption of abdominal wall"
1276,5462,"Delayed clos abd wound","Delayed closure of granulating abdominal wound"
1277,5463,"Abd wall suture NEC","Other suture of abdominal wall"
1279,5471,"Repair of gastroschisis","Repair of gastroschisis"
1280,5472,"Abdomen wall repair NEC","Other repair of abdominal wall"
1282,5474,"Omental repair NEC","Other repair of omentum"
1283,5475,"Mesenteric repair NEC","Other repair of mesentery"
1284,5491,"Percu abdominal drainage","Percutaneous abdominal drainage"
1285,5492,"Remove FB from periton","Removal of foreign body from peritoneal cavity"
1286,5493,"Create cutanperiton fist","Creation of cutaneoperitoneal fistula"
1288,5495,"Peritoneal incision","Incision of peritoneum"
1289,5496,"Injec air-periton cavity","Injection of air into peritoneal cavity"
1290,5497,"Inj therap subst periton","Injection of locally-acting therapeutic substance into peritoneal cavity"
1291,5498,"Peritoneal dialysis","Peritoneal dialysis"
1292,5499,"Abdomen region ops NEC","Other operations of abdominal region"
1293,5501,"Nephrotomy","Nephrotomy"
1296,3732,"Heart aneurysm excision","Excision of aneurysm of heart"
1297,3733,"Exc/dest hrt lesion open","Excision or destruction of other lesion or tissue of heart, open approach"
1298,3734,"Exc/des hrt les,endovasc","Excision or destruction of other lesion or tissue of heart, endovascular approach"
1299,3735,"Partial ventriculectomy","Partial ventriculectomy"
1300,3736,"Exc,destrct,exclus LAA","Excision, destruction, or exclusion of left atrial appendage (LAA)"
1303,3749,"Heart/pericard repr NEC","Other repair of heart and pericardium"
1304,3751,"Heart transplantation","Heart transplantation"
1305,3752,"Imp tot int bi ht rp sys","Implantation of total internal biventricular heart replacement system"
1310,3761,"Pulsation balloon implan","Implant of pulsation balloon"
1311,3762,"Insrt non-impl circ dev","Insertion of temporary non-implantable extracorporeal circulatory assist device"
1313,3764,"Remve ext hrt assist sys","Removal of external heart assist system(s) or device(s)"
1314,3765,"Imp vent ext hrt ast sys","Implant of single ventricular (extracorporeal) external heart assist system"
1315,3766,"Implantable hrt assist","Insertion of implantable heart assist system"
1316,3767,"Imp cardiomyostimul sys","Implantation of cardiomyostimulation system"
1317,3768,"Percutan hrt assist syst","Insertion of percutaneous external heart assist device"
1318,3770,"Int insert pacemak lead","Initial insertion of lead [electrode], not otherwise specified"
1320,3772,"Int inser lead atri-vent","Initial insertion of transvenous leads [electrodes] into atrium and ventricle"
1321,3773,"Int inser lead in atrium","Initial insertion of transvenous lead [electrode] into atrium"
1322,3774,"Int or repl lead epicar","Insertion or replacement of epicardial lead [electrode] into epicardium"
1325,3777,"Removal of lead w/o repl","Removal of lead(s) [electrode] without replacement"
1330,3782,"Int insert 1-cham, rate","Initial insertion of single-chamber device, rate responsive"
1331,3783,"Int insert dual-cham dev","Initial insertion of dual-chamber device"
1332,3785,"Repl pacem w 1-cham, non","Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive"
1335,3789,"Revise or remove pacemak","Revision or removal of pacemaker device"
1336,3790,"Ins left atr append dev","Insertion of left atrial appendage device"
1337,3791,"Opn chest cardiac massag","Open chest cardiac massage"
1338,3792,"Injection into heart","Injection of therapeutic substance into heart"
1339,3793,"Injection into pericard","Injection of therapeutic substance into pericardium"
1340,3794,"Implt/repl carddefib tot","Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]"
1342,3796,"Implt cardiodefib genatr","Implantation of automatic cardioverter/defibrillator pulse generator only"
1343,3797,"Repl cardiodefib leads","Replacement of automatic cardioverter/defibrillator lead(s) only"
1344,3798,"Repl cardiodefib genratr","Replacement of automatic cardioverter/defibrillator pulse generator only"
1345,3799,"Other heart/pericard ops","Other operations on heart and pericardium"
1347,3801,"Intracran vessel incis","Incision of vessel, intracranial vessels"
1348,4389,"Opn/oth part gastrectomy","Open and other partial gastrectomy"
1350,4399,"Total gastrectomy NEC","Other total gastrectomy"
1351,4400,"Vagotomy NOS","Vagotomy, not otherwise specified"
1352,4401,"Truncal vagotomy","Truncal vagotomy"
1353,4402,"Highly select vagotomy","Highly selective vagotomy"
1354,4403,"Selective vagotomy NEC","Other selective vagotomy"
1356,4412,"Gastroscopy thru stoma","Gastroscopy through artificial stoma"
1357,4413,"Gastroscopy NEC","Other gastroscopy"
1358,4414,"Closed gastric biopsy","Closed [endoscopic] biopsy of stomach"
1359,4415,"Open gastric biopsy","Open biopsy of stomach"
1360,4419,"Gastric diagnos proc NEC","Other diagnostic procedures on stomach"
1361,4421,"Dilate pylorus, incision","Dilation of pylorus by incision"
1363,4429,"Other pyloroplasty","Other pyloroplasty"
1364,4431,"High gastric bypass","High gastric bypass"
1366,4438,"Lap gastroenterostomy","Laparoscopic gastroenterostomy"
1367,4439,"Gastroenterostomy NEC","Other gastroenterostomy without gastrectomy"
1368,4440,"Suture peptic ulcer NOS","Suture of peptic ulcer, not otherwise specified"
1370,4442,"Suture duoden ulcer site","Suture of duodenal ulcer site"
1371,4443,"Endosc control gast hem","Endoscopic control of gastric or duodenal bleeding"
1372,4444,"Transcath embo gast hem","Transcatheter embolization for gastric or duodenal bleeding"
1373,4449,"Other control gast hem","Other control of hemorrhage of stomach or duodenum"
1374,445,"Revision gastric anastom","Revision of gastric anastomosis"
1375,4461,"Suture gastric lacerat","Suture of laceration of stomach"
1376,4462,"Gastrostomy closure","Closure of gastrostomy"
1377,4463,"Close gastric fistul NEC","Closure of other gastric fistula"
1378,4464,"Gastropexy","Gastropexy"
1379,4465,"Esophagogastroplasty","Esophagogastroplasty"
1381,4467,"Lap creat esoph sphinct","Laparoscopic procedures for creation of esophagogastric sphincteric competence"
1383,4469,"Gastric repair NEC","Other repair of stomach"
1384,4491,"Ligate gastric varices","Ligation of gastric varices"
1386,4493,"Insert gastric bubble","Insertion of gastric bubble (balloon)"
1387,4494,"Remove gastric bubble","Removal of gastric bubble (balloon)"
1388,4495,"Lap gastric restric proc","Laparoscopic gastric restrictive procedure"
1389,4496,"Lap rev gast restri proc","Laparoscopic revision of gastric restrictive procedure"
1390,4497,"Lap rem gast restric dev","Laparoscopic removal of gastric restrictive device(s)"
1391,4498,"Adjust gast restrict dev","(Laparoscopic) adjustment of size of adjustable gastric restrictive device"
1393,4500,"Intestinal incision NOS","Incision of intestine, not otherwise specified"
1394,4501,"Duodenal incision","Incision of duodenum"
1395,4502,"Small bowel incision NEC","Other incision of small intestine"
1396,4503,"Large bowel incision","Incision of large intestine"
1397,4511,"Transab sm bowel endosc","Transabdominal endoscopy of small intestine"
1398,4512,"Endosc sm bowel thru st","Endoscopy of small intestine through artificial stoma"
1399,4513,"Sm bowel endoscopy NEC","Other endoscopy of small intestine"
1400,4514,"Clos small bowel biopsy","Closed [endoscopic] biopsy of small intestine"
1401,4515,"Open small bowel biopsy","Open biopsy of small intestine"
1402,4516,"Egd with closed biopsy","Esophagogastroduodenoscopy [EGD] with closed biopsy"
1403,4519,"Sm bowel dx proc NEC","Other diagnostic procedures on small intestine"
1404,4521,"Transab lg bowel endosc","Transabdominal endoscopy of large intestine"
1405,4522,"Endosc lg bowel thru st","Endoscopy of large intestine through artificial stoma"
1406,4523,"Colonoscopy","Colonoscopy"
1407,4524,"Flexible sigmoidoscopy","Flexible sigmoidoscopy"
1408,4525,"Clos large bowel biopsy","Closed [endoscopic] biopsy of large intestine"
1409,4526,"Open large bowel biopsy","Open biopsy of large intestine"
1410,4527,"Intestinal biopsy NOS","Intestinal biopsy, site unspecified"
1411,4528,"Lg bowel dx proced NEC","Other diagnostic procedures on large intestine"
1412,4529,"Bowel diagnost proc NEC","Other diagnostic procedures on intestine, site unspecified"
1413,4530,"Endosc destru duoden les","Endoscopic excision or destruction of lesion of duodenum"
1414,4531,"Oth excise duodenum les","Other local excision of lesion of duodenum"
1415,4532,"Destruct duoden les NEC","Other destruction of lesion of duodenum"
1416,4533,"Local excis sm bowel NEC","Local excision of lesion or tissue of small intestine, except duodenum"
1418,3990,"Ins non-d-e non-cor stnt","Insertion of non-drug-eluting peripheral (non-coronary) vessel stent(s)"
