"row_id","icd9_code","short_title","long_title"
1960,"1800","Malig neo endocervix","Malignant neoplasm of endocervix"
1962,"1808","Malig neo cervix NEC","Malignant neoplasm of other specified sites of cervix"
1963,"1809","Mal neo cervix uteri NOS","Malignant neoplasm of cervix uteri, unspecified site"
1964,"181","Malignant neopl placenta","Malignant neoplasm of placenta"
1966,"1821","Mal neo uterine isthmus","Malignant neoplasm of isthmus"
1967,"1828","Mal neo body uterus NEC","Malignant neoplasm of other specified sites of body of uterus"
1969,"1832","Mal neo fallopian tube","Malignant neoplasm of fallopian tube"
1970,"1833","Mal neo broad ligament","Malignant neoplasm of broad ligament of uterus"
1972,"1835","Mal neo round ligament","Malignant neoplasm of round ligament of uterus"
1973,"1838","Mal neo adnexa NEC","Malignant neoplasm of other specified sites of uterine adnexa"
1974,"1839","Mal neo adnexa NOS","Malignant neoplasm of uterine adnexa, unspecified site"
1976,"1841","Mal neo labia majora","Malignant neoplasm of labia majora"
1978,"1843","Malign neopl clitoris","Malignant neoplasm of clitoris"
1980,"1848","Mal neo female genit NEC","Malignant neoplasm of other specified sites of female genital organs"
1982,"185","Malign neopl prostate","Malignant neoplasm of prostate"
1983,"1860","Mal neo undescend testis","Malignant neoplasm of undescended testis"
1984,"1869","Malig neo testis NEC","Malignant neoplasm of other and unspecified testis"
1985,"1871","Malign neopl prepuce","Malignant neoplasm of prepuce"
1986,"1872","Malig neo glans penis","Malignant neoplasm of glans penis"
1993,"1879","Mal neo male genital NOS","Malignant neoplasm of male genital organ, site unspecified"
1996,"1882","Mal neo bladder-lateral","Malignant neoplasm of lateral wall of urinary bladder"
1997,"1883","Mal neo bladder-anterior","Malignant neoplasm of anterior wall of urinary bladder"
1998,"1884","Mal neo bladder-post","Malignant neoplasm of posterior wall of urinary bladder"
1999,"1885","Mal neo bladder neck","Malignant neoplasm of bladder neck"
2002,"1888","Malig neo bladder NEC","Malignant neoplasm of other specified sites of bladder"
2003,"1889","Malig neo bladder NOS","Malignant neoplasm of bladder, part unspecified"
2007,"1893","Malign neopl urethra","Malignant neoplasm of urethra"
2009,"1898","Mal neo urinary NEC","Malignant neoplasm of other specified sites of urinary organs"
2010,"1899","Mal neo urinary NOS","Malignant neoplasm of urinary organ, site unspecified"
2011,"1900","Malign neopl eyeball","Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
2012,"1901","Malign neopl orbit","Malignant neoplasm of orbit"
2013,"1902","Mal neo lacrimal gland","Malignant neoplasm of lacrimal gland"
2014,"1903","Mal neo conjunctiva","Malignant neoplasm of conjunctiva"
2015,"1904","Malign neopl cornea","Malignant neoplasm of cornea"
2017,"1906","Malign neopl choroid","Malignant neoplasm of choroid"
2018,"1907","Mal neo lacrimal duct","Malignant neoplasm of lacrimal duct"
2021,"1910","Malign neopl cerebrum","Malignant neoplasm of cerebrum, except lobes and ventricles"
2022,"1911","Malig neo frontal lobe","Malignant neoplasm of frontal lobe"
2023,"1912","Mal neo temporal lobe","Malignant neoplasm of temporal lobe"
2024,"1913","Mal neo parietal lobe","Malignant neoplasm of parietal lobe"
2026,"1915","Mal neo cereb ventricle","Malignant neoplasm of ventricles"
2027,"1916","Mal neo cerebellum NOS","Malignant neoplasm of cerebellum nos"
2028,"1917","Mal neo brain stem","Malignant neoplasm of brain stem"
2031,"1920","Mal neo cranial nerves","Malignant neoplasm of cranial nerves"
2032,"1921","Mal neo cerebral mening","Malignant neoplasm of cerebral meninges"
2033,"1922","Mal neo spinal cord","Malignant neoplasm of spinal cord"
2034,"1923","Mal neo spinal meninges","Malignant neoplasm of spinal meninges"
2035,"1928","Mal neo nervous syst NEC","Malignant neoplasm of other specified sites of nervous system"
2036,"1929","Mal neo nervous syst NOS","Malignant neoplasm of nervous system, part unspecified"
2037,"193","Malign neopl thyroid","Malignant neoplasm of thyroid gland"
2038,"1940","Malign neopl adrenal","Malignant neoplasm of adrenal gland"
2039,"1941","Malig neo parathyroid","Malignant neoplasm of parathyroid gland"
2040,"1943","Malig neo pituitary","Malignant neoplasm of pituitary gland and craniopharyngeal duct"
2042,"1945","Mal neo carotid body","Malignant neoplasm of carotid body"
2043,"1946","Mal neo paraganglia NEC","Malignant neoplasm of aortic body and other paraganglia"
2048,"1952","Malig neo abdomen","Malignant neoplasm of abdomen"
2049,"1953","Malign neopl pelvis","Malignant neoplasm of pelvis"
2050,"1954","Malign neopl arm","Malignant neoplasm of upper limb"
2051,"1955","Malign neopl leg","Malignant neoplasm of lower limb"
2052,"1958","Malig neo site NEC","Malignant neoplasm of other specified sites"
2053,"1960","Mal neo lymph-head/neck","Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
2056,"1963","Mal neo lymph-axilla/arm","Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb"
2057,"1965","Mal neo lymph-inguin/leg","Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb"
2058,"1966","Mal neo lymph-intrapelv","Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes"
2059,"1968","Mal neo lymph node-mult","Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites"
2060,"1969","Mal neo lymph node NOS","Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
2061,"1970","Secondary malig neo lung","Secondary malignant neoplasm of lung"
2062,"1971","Sec mal neo mediastinum","Secondary malignant neoplasm of mediastinum"
2063,"1972","Second malig neo pleura","Secondary malignant neoplasm of pleura"
2064,"1973","Sec malig neo resp NEC","Secondary malignant neoplasm of other respiratory organs"
2065,"1974","Sec malig neo sm bowel","Secondary malignant neoplasm of small intestine including duodenum"
2067,"1976","Sec mal neo peritoneum","Secondary malignant neoplasm of retroperitoneum and peritoneum"
2068,"1977","Second malig neo liver","Malignant neoplasm of liver, secondary"
2069,"1978","Sec mal neo GI NEC","Secondary malignant neoplasm of other digestive organs and spleen"
2071,"1981","Sec malig neo urin NEC","Secondary malignant neoplasm of other urinary organs"
2072,"1982","Secondary malig neo skin","Secondary malignant neoplasm of skin"
2074,"1984","Sec malig neo nerve NEC","Secondary malignant neoplasm of other parts of nervous system"
2075,"1985","Secondary malig neo bone","Secondary malignant neoplasm of bone and bone marrow"
2076,"1986","Second malig neo ovary","Secondary malignant neoplasm of ovary"
2077,"1987","Second malig neo adrenal","Secondary malignant neoplasm of adrenal gland"
2079,"19882","Second malig neo genital","Secondary malignant neoplasm of genital organs"
2080,"19889","Secondary malig neo NEC","Secondary malignant neoplasm of other specified sites"
2081,"1990","Malig neo disseminated","Disseminated malignant neoplasm without specification of site"
2082,"1991","Malignant neoplasm NOS","Other malignant neoplasm without specification of site"
2083,"1992","Malig neopl-transp organ","Malignant neoplasm associated with transplant organ"
2084,"20000","Retclsrc unsp xtrndl org","Reticulosarcoma, unspecified site, extranodal and solid organ sites"
2085,"20001","Reticulosarcoma head","Reticulosarcoma, lymph nodes of head, face, and neck"
2086,"20002","Reticulosarcoma thorax","Reticulosarcoma, intrathoracic lymph nodes"
2087,"20003","Reticulosarcoma abdom","Reticulosarcoma, intra-abdominal lymph nodes"
2088,"20004","Reticulosarcoma axilla","Reticulosarcoma, lymph nodes of axilla and upper limb"
2090,"20006","Reticulosarcoma pelvic","Reticulosarcoma, intrapelvic lymph nodes"
2092,"20008","Reticulosarcoma mult","Reticulosarcoma, lymph nodes of multiple sites"
2093,"20010","Lymphsrc unsp xtrndl org","Lymphosarcoma, unspecified site, extranodal and solid organ sites"
2094,"20011","Lymphosarcoma head","Lymphosarcoma, lymph nodes of head, face, and neck"
2095,"20012","Lymphosarcoma thorax","Lymphosarcoma, intrathoracic lymph nodes"
2097,"20014","Lymphosarcoma axilla","Lymphosarcoma, lymph nodes of axilla and upper limb"
2098,"20015","Lymphosarcoma inguin","Lymphosarcoma, lymph nodes of inguinal region and lower limb"
2099,"20016","Lymphosarcoma pelvic","Lymphosarcoma, intrapelvic lymph nodes"
2100,"20017","Lymphosarcoma spleen","Lymphosarcoma, spleen"
2101,"20018","Lymphosarcoma mult","Lymphosarcoma, lymph nodes of multiple sites"
2102,"20020","Brkt tmr unsp xtrndl org","Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites"
2103,"20021","Burkitt's tumor head","Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck"
2104,"20022","Burkitt's tumor thorax","Burkitt's tumor or lymphoma, intrathoracic lymph nodes"
2105,"20023","Burkitt's tumor abdom","Burkitt's tumor or lymphoma, intra-abdominal lymph nodes"
2106,"20024","Burkitt's tumor axilla","Burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb"
2109,"20027","Burkitt's tumor spleen","Burkitt's tumor or lymphoma, spleen"
2110,"20028","Burkitt's tumor mult","Burkitt's tumor or lymphoma, lymph nodes of multiple sites"
2113,"20032","Margin zone lym thorax","Marginal zone lymphoma, intrathoracic lymph nodes"
2117,"20036","Margin zone lym pelvic","Marginal zone lymphoma, intrapelvic lymph nodes"
2118,"20037","Margin zone lymph spleen","Marginal zone lymphoma, spleen"
2120,"20040","Mantle cell lym xtrrndl","Mantle cell lymphoma, unspecified site, extranodal and solid organ sites"
2121,"20041","Mantle cell lymph head","Mantle cell lymphoma, lymph nodes of head, face, and neck"
2122,"20042","Mantle cell lymph thorax","Mantle cell lymphoma, intrathoracic lymph nodes"
2123,"20043","Mantle cell lymph abdom","Mantle cell lymphoma, intra-abdominal lymph nodes"
2125,"20045","Mantle cell lymph inguin","Mantle cell lymphoma, lymph nodes of inguinal region and lower limb"
2127,"20047","Mantle cell lymph spleen","Mantle cell lymphoma, spleen"
2128,"20048","Mantle cell lymph multip","Mantle cell lymphoma, lymph nodes of multiple sites"
2129,"20050","Primary CNS lymph xtrndl","Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites"
2130,"20051","Primary CNS lymph head","Primary central nervous system lymphoma, lymph nodes of head, face, and neck"
2131,"20052","Primary CNS lymph thorax","Primary central nervous system lymphoma, intrathoracic lymph nodes"
2132,"20053","Primary CNS lymph abdom","Primary central nervous system lymphoma, intra-abdominal lymph nodes"
2133,"20054","Primary CNS lymph axilla","Primary central nervous system lymphoma, lymph nodes of axilla and upper limb"
2135,"20056","Primary CNS lymph pelvic","Primary central nervous system lymphoma, intrapelvic lymph nodes"
2139,"20061","Anaplastic lymph head","Anaplastic large cell lymphoma, lymph nodes of head, face, and neck"
2140,"20062","Anaplastic lymph thorax","Anaplastic large cell lymphoma, intrathoracic lymph nodes"
2142,"20064","Anaplastic lymph axilla","Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb"
2143,"20065","Anaplastic lymph inguin","Anaplastic large cell lymphoma, lymph nodes of inguinal region and lower limb"
2144,"20066","Anaplastic lymph pelvic","Anaplastic large cell lymphoma, intrapelvic lymph nodes"
2145,"20067","Anaplastic lymph spleen","Anaplastic large cell lymphoma, spleen"
2147,"20070","Large cell lymph xtrndl","Large cell lymphoma, unspecified site, extranodal and solid organ sites"
2149,"20072","Large cell lymph thorax","Large cell lymphoma, intrathoracic lymph nodes"
2150,"20073","Large cell lymph abdom","Large cell lymphoma, intra-abdominal lymph nodes"
2152,"20075","Large cell lymph inguin","Large cell lymphoma, lymph nodes of inguinal region and lower limb"
2153,"2764","Mixed acid-base bal dis","Mixed acid-base balance disorder"
2154,"27650","Volume depletion NOS","Volume depletion, unspecified"
2155,"27651","Dehydration","Dehydration"
2157,"27661","Transfsn w circ overload","Transfusion associated circulatory overload"
2158,"27669","Fluid overload NEC","Other fluid overload"
2159,"2767","Hyperpotassemia","Hyperpotassemia"
2161,"2769","Electrolyt/fluid dis NEC","Electrolyte and fluid disorders not elsewhere classified"
2163,"27701","Cystic fibrosis w ileus","Cystic fibrosis with meconium ileus"
2165,"27703","Cystic fibrosis w GI man","Cystic fibrosis with gastrointestinal manifestations"
2166,"27709","Cystic fibrosis NEC","Cystic fibrosis with other manifestations"
2167,"2771","Dis porphyrin metabolism","Disorders of porphyrin metabolism"
2169,"27730","Amyloidosis NOS","Amyloidosis, unspecified"
2170,"27731","Fam Mediterranean fever","Familial Mediterranean fever"
2171,"27739","Amyloidosis NEC","Other amyloidosis"
2172,"2774","Dis bilirubin excretion","Disorders of bilirubin excretion"
2173,"2775","Mucopolysaccharidosis","Mucopolysaccharidosis"
2174,"2776","Defic circul enzyme NEC","Other deficiencies of circulating enzymes"
2175,"2777","Dysmetabolic syndrome x","Dysmetabolic syndrome X"
2176,"27781","Primary carnitine defncy","Primary carnitine deficiency"
2177,"27782","Crnitne def d/t nb met","Carnitine deficiency due to inborn errors of metabolism"
2178,"27783","Iatrogenic carnitine def","Iatrogenic carnitine deficiency"
2180,"27785","Disorders acid oxidation","Disorders of fatty acid oxidation"
2181,"27786","Peroxisomal disorders","Peroxisomal disorders"
2183,"27788","Tumor lysis syndrome","Tumor lysis syndrome"
2185,"2779","Metabolism disorder NOS","Unspecified disorder of metabolism"
2187,"27801","Morbid obesity","Morbid obesity"
2188,"27802","Overweight","Overweight"
2189,"27803","Obesity hypovent synd","Obesity hypoventilation syndrome"
2191,"2782","Hypervitaminosis a","Hypervitaminosis A"
2192,"2783","Hypercarotinemia","Hypercarotinemia"
2195,"27900","Hypogammaglobulinem NOS","Hypogammaglobulinemia, unspecified"
2196,"27901","Selective iga immunodef","Selective IgA immunodeficiency"
2197,"27902","Selective IgM immunodef","Selective IgM immunodeficiency"
2198,"27903","Selective ig defic NEC","Other selective immunoglobulin deficiencies"
2200,"27905","Immunodefic w hyper-igm","Immunodeficiency with increased IgM"
2201,"27906","Common variabl immunodef","Common variable immunodeficiency"
2203,"27910","Immundef t-cell def NOS","Immunodeficiency with predominant T-cell defect, unspecified"
2204,"27911","Digeorge's syndrome","Digeorge's syndrome"
2205,"27912","Wiskott-aldrich syndrome","Wiskott-aldrich syndrome"
2206,"27913","Nezelof's syndrome","Nezelof's syndrome"
2207,"27919","Defic cell immunity NOS","Other deficiency of cell-mediated immunity"
2208,"2792","Combined immunity defic","Combined immunity deficiency"
2210,"27941","Autoimmun lymphprof synd","Autoimmune lymphoproliferative syndrome"
2211,"27949","Autoimmune disease NEC","Autoimmune disease, not elsewhere classified"
2212,"27950","Graft-versus-host NOS","Graft-versus-host disease, unspecified"
2213,"27951","Ac graft-versus-host dis","Acute graft-versus-host disease"
2214,"27952","Chronc graft-vs-host dis","Chronic graft-versus-host disease"
2215,"27953","Ac on chrn grft-vs-host","Acute on chronic graft-versus-host disease"
2216,"2798","Immune mechanism dis NEC","Other specified disorders involving the immune mechanism"
2218,"2800","Chr blood loss anemia","Iron deficiency anemia secondary to blood loss (chronic)"
2220,"2808","Iron defic anemia NEC","Other specified iron deficiency anemias"
2221,"2809","Iron defic anemia NOS","Iron deficiency anemia, unspecified"
2222,"2810","Pernicious anemia","Pernicious anemia"
2224,"2812","Folate-deficiency anemia","Folate-deficiency anemia"
2225,"2813","Megaloblastic anemia NEC","Other specified megaloblastic anemias not elsewhere classified"
2226,"2814","Protein defic anemia","Protein-deficiency anemia"
2228,"2819","Deficiency anemia NOS","Unspecified deficiency anemia"
2229,"2820","Hereditary spherocytosis","Hereditary spherocytosis"
2230,"2821","Heredit elliptocytosis","Hereditary elliptocytosis"
2231,"2822","Glutathione dis anemia","Anemias due to disorders of glutathione metabolism"
2234,"28241","Thlasema Hb-S w/o crisis","Sickle-cell thalassemia without crisis"
2235,"28242","Thlassemia Hb-S w crisis","Sickle-cell thalassemia with crisis"
2238,"28245","Delta-beta thalassemia","Delta-beta thalassemia"
2241,"28249","Thalassemia NEC","Other thalassemia"
2242,"2825","Sickle-cell trait","Sickle-cell trait"
2244,"28261","Hb-SS disease w/o crisis","Hb-SS disease without crisis"
2246,"28263","Hb-SS/hb-C dis w/o crsis","Sickle-cell/Hb-C disease without crisis"
2247,"28264","Hb-S/Hb-C dis w crisis","Sickle-cell/Hb-C disease with crisis"
2248,"28268","Hb-S dis w/o crisis NEC","Other sickle-cell disease without crisis"
2249,"28269","Hb-SS dis NEC w crisis","Other sickle-cell disease with crisis"
2250,"2827","Hemoglobinopathies NEC","Other hemoglobinopathies"
2251,"2828","Hered hemolytic anem NEC","Other specified hereditary hemolytic anemias"
2252,"2829","Hered hemolytic anem NOS","Hereditary hemolytic anemia, unspecified"
2253,"2830","Autoimmun hemolytic anem","Autoimmune hemolytic anemias"
2256,"25041","DMI renl nt st uncntrld","Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled"
2257,"25042","DMII renal uncntrld","Diabetes with renal manifestations, type II or unspecified type, uncontrolled"
2258,"25043","DMI renal uncntrld","Diabetes with renal manifestations, type I [juvenile type], uncontrolled"
2259,"25050","DMII ophth nt st uncntrl","Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled"
2260,"25051","DMI ophth nt st uncntrld","Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled"
2261,"25052","DMII ophth uncntrld","Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled"
2263,"25060","DMII neuro nt st uncntrl","Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled"
2264,"25061","DMI neuro nt st uncntrld","Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled"
2265,"25062","DMII neuro uncntrld","Diabetes with neurological manifestations, type II or unspecified type, uncontrolled"
2266,"25063","DMI neuro uncntrld","Diabetes with neurological manifestations, type I [juvenile type], uncontrolled"
2268,"25071","DMI circ nt st uncntrld","Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled"
2269,"25072","DMII circ uncntrld","Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled"
2271,"25080","DMII oth nt st uncntrld","Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
2272,"25081","DMI oth nt st uncntrld","Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled"
2274,"25083","DMI oth uncntrld","Diabetes with other specified manifestations, type I [juvenile type], uncontrolled"
2275,"25090","DMII unspf nt st uncntrl","Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
2276,"25091","DMI unspf nt st uncntrld","Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled"
2277,"25092","DMII unspf uncntrld","Diabetes with unspecified complication, type II or unspecified type, uncontrolled"
2278,"25093","DMI unspf uncntrld","Diabetes with unspecified complication, type I [juvenile type], uncontrolled"
2281,"2512","Hypoglycemia NOS","Hypoglycemia, unspecified"
2285,"2518","Pancreatic disorder NEC","Other specified disorders of pancreatic internal secretion"
2289,"25202","Sec hyprprthyrd nonrenal","Secondary hyperparathyroidism, non-renal"
2290,"25208","Hyperparathyroidism NEC","Other hyperparathyroidism"
2291,"2521","Hypoparathyroidism","Hypoparathyroidism"
2292,"2528","Parathyroid disorder NEC","Other specified disorders of parathyroid gland"
2293,"2529","Parathyroid disorder NOS","Unspecified disorder of parathyroid gland"
2294,"2530","Acromegaly and gigantism","Acromegaly and gigantism"
2295,"2531","Ant pituit hyperfunc NEC","Other and unspecified anterior pituitary hyperfunction"
2298,"2534","Anter pituitary dis NEC","Other anterior pituitary disorders"
2299,"2535","Diabetes insipidus","Diabetes insipidus"
2300,"2536","Neurohypophysis dis NEC","Other disorders of neurohypophysis"
2301,"2537","Iatrogenic pituitary dis","Iatrogenic pituitary disorders"
2304,"2540","Persist hyperplas thymus","Persistent hyperplasia of thymus"
2306,"2548","Diseases of thymus NEC","Other specified diseases of thymus gland"
2311,"25512","Conn's syndrome","Conn's syndrome"
2315,"2553","Corticoadren overact NEC","Other corticoadrenal overactivity"
2316,"25541","Glucocorticoid deficient","Glucocorticoid deficiency"
2317,"20711","Chr erythrm w remision","Chronic erythremia, in remission"
2318,"20712","Chr erythrmia in relapse","Chronic erythremia, in relapse"
2319,"20720","Mgkrcyt leuk wo ach rmsn","Megakaryocytic leukemia, without mention of having achieved remission"
2323,"20781","Oth spf leuk w remsion","Other specified leukemia, in remission"
2325,"20800","Ac leu un cl wo ach rmsn","Acute leukemia of unspecified cell type, without mention of having achieved remission"
2329,"20811","Chr leuk uns cl w rmson","Chronic leukemia of unspecified cell type, in remission"
2331,"20820","Sbc leu un cl wo ah rmsn","Subacute leukemia of unspecified cell type, without mention of having achieved remission"
2332,"20821","Sbac leuk uns cl w rmson","Subacute leukemia of unspecified cell type, in remission"
2333,"20822","Sbac leu uns cl-relapse","Subacute leukemia of unspecified cell type, in relapse"
2334,"20880","Ot leu un cl wo ach rmsn","Other leukemia of unspecified cell type, without mention of having achieved remission"
2335,"20881","Oth leuk uns cl w rmson","Other leukemia of unspecified cell type, in remission"
2336,"20882","Oth leuk uns cl-relapse","Other leukemia of unspecified cell type, in relapse"
2337,"20890","Leuk NOS w/o achv rmsn","Unspecified leukemia, without mention of having achieved remission"
2338,"20891","Leukemia NOS w remission","Unspecified leukemia, in remission"
2340,"20900","Mal crcnoid sm intst NOS","Malignant carcinoid tumor of the small intestine, unspecified portion"
2341,"20901","Malig carcinoid duodenum","Malignant carcinoid tumor of the duodenum"
2343,"20903","Malig carcinoid ileum","Malignant carcinoid tumor of the ileum"
2344,"20910","Mal crcnoid lg intst NOS","Malignant carcinoid tumor of the large intestine, unspecified portion"
2345,"20911","Malig carcinoid appendix","Malignant carcinoid tumor of the appendix"
2346,"20912","Malig carcinoid cecum","Malignant carcinoid tumor of the cecum"
2347,"20913","Mal crcnoid ascend colon","Malignant carcinoid tumor of the ascending colon"
2349,"20915","Mal carcinoid desc colon","Malignant carcinoid tumor of the descending colon"
2350,"20916","Mal carcinoid sig colon","Malignant carcinoid tumor of the sigmoid colon"
2351,"20917","Malig carcinoid rectum","Malignant carcinoid tumor of the rectum"
2353,"20921","Mal carcinoid bronc/lung","Malignant carcinoid tumor of the bronchus and lung"
2354,"20922","Malig carcinoid thymus","Malignant carcinoid tumor of the thymus"
2357,"20925","Mal carcnoid foregut NOS","Malignant carcinoid tumor of foregut, not otherwise specified"
2360,"20929","Malig carcinoid oth site","Malignant carcinoid tumor of other sites"
2362,"20931","Merkel cell ca-face","Merkel cell carcinoma of the face"
2363,"20932","Merkel cell ca-sclp/neck","Merkel cell carcinoma of the scalp and neck"
2364,"20933","Merkel cell ca-up limb","Merkel cell carcinoma of the upper limb"
2365,"20934","Merkel cell ca-low limb","Merkel cell carcinoma of the lower limb"
2366,"20935","Merkel cell ca-trunk","Merkel cell carcinoma of the trunk"
2367,"20936","Merkel cell ca-oth sites","Merkel cell carcinoma of other sites"
2368,"20940","Ben crcnoid sm intst NOS","Benign carcinoid tumor of the small intestine, unspecified portion"
2369,"20941","Ben carcinoid duodenum","Benign carcinoid tumor of the duodenum"
2371,"20943","Benign carcinoid ileum","Benign carcinoid tumor of the ileum"
2372,"20950","Ben crcnoid lg intst NOS","Benign carcinoid tumor of the large intestine, unspecified portion"
2373,"20951","Ben carcinoid appendix","Benign carcinoid tumor of the appendix"
2374,"20952","Benign carcinoid cecum","Benign carcinoid tumor of the cecum"
2375,"20953","Ben carcinoid asc colon","Benign carcinoid tumor of the ascending colon"
2376,"20954","Ben crcinoid trans colon","Benign carcinoid tumor of the transverse colon"
2377,"20955","Ben carcinoid desc colon","Benign carcinoid tumor of the descending colon"
2378,"20956","Ben carcinoid sig colon","Benign carcinoid tumor of the sigmoid colon"
2379,"20957","Benign carcinoid rectum","Benign carcinoid tumor of the rectum"
2380,"20960","Ben crcnd prim site unkn","Benign carcinoid tumor of unknown primary site"
2381,"20961","Ben carcinoid bronc/lung","Benign carcinoid tumor of the bronchus and lung"
2388,"20969","Bengn carcinoid oth site","Benign carcinoid tumor of other sites"
2389,"20970","Sec neuroendo tumor NOS","Secondary neuroendocrine tumor, unspecified site"
2392,"20973","Sec neuroendo tumor-bone","Secondary neuroendocrine tumor of bone"
2393,"20974","Sec neuroendo tu-periton","Secondary neuroendocrine tumor of peritoneum"
2395,"20979","Sec neuroend tu oth site","Secondary neuroendocrine tumor of other sites"
2396,"2100","Benign neoplasm lip","Benign neoplasm of lip"
2397,"2101","Benign neoplasm tongue","Benign neoplasm of tongue"
2399,"2103","Benign neo mouth floor","Benign neoplasm of floor of mouth"
2401,"2105","Benign neoplasm tonsil","Benign neoplasm of tonsil"
2402,"2106","Benign neo oropharyn NEC","Benign neoplasm of other parts of oropharynx"
2403,"2107","Benign neo nasopharynx","Benign neoplasm of nasopharynx"
2404,"2108","Benign neo hypopharynx","Benign neoplasm of hypopharynx"
2405,"2109","Benign neo pharynx NOS","Benign neoplasm of pharynx, unspecified"
2407,"2111","Benign neoplasm stomach","Benign neoplasm of stomach"
2408,"2112","Benign neoplasm sm bowel","Benign neoplasm of duodenum, jejunum, and ileum"
2412,"2116","Benign neoplasm pancreas","Benign neoplasm of pancreas, except islets of Langerhans"
2413,"2117","Ben neo islets langerhan","Benign neoplasm of islets of Langerhans"
2414,"2118","Ben neo peritoneum","Benign neoplasm of retroperitoneum and peritoneum"
2417,"2121","Benign neo larynx","Benign neoplasm of larynx"
2419,"2123","Benign neo bronchus/lung","Benign neoplasm of bronchus and lung"
2420,"2124","Benign neoplasm pleura","Benign neoplasm of pleura"
2421,"2125","Benign neo mediastinum","Benign neoplasm of mediastinum"
2422,"2126","Benign neoplasm thymus","Benign neoplasm of thymus"
2425,"2129","Benign neo resp sys NOS","Benign neoplasm of respiratory and intrathoracic organs, site unspecified"
2426,"2130","Ben neo skull/face bone","Benign neoplasm of bones of skull and face"
2429,"2133","Ben neo ribs/stern/clav","Benign neoplasm of ribs, sternum, and clavicle"
2430,"2134","Ben neo long bones arm","Benign neoplasm of scapula and long bones of upper limb"
2431,"2135","Ben neo bones wrist/hand","Benign neoplasm of short bones of upper limb"
2434,"2138","Ben neo bones ankle/foot","Benign neoplasm of short bones of lower limb"
2435,"2139","Benign neo bone NOS","Benign neoplasm of bone and articular cartilage, site unspecified"
2436,"2140","Lipoma skin face","Lipoma of skin and subcutaneous tissue of face"
2437,"2141","Lipoma skin NEC","Lipoma of other skin and subcutaneous tissue"
2439,"2143","Lipoma intra-abdominal","Lipoma of intra-abdominal organs"
2440,"2144","Lipoma spermatic cord","Lipoma of spermatic cord"
2441,"2148","Lipoma NEC","Lipoma of other specified sites"
2444,"2152","Ben neo soft tissue arm","Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder"
2445,"2153","Ben neo soft tissue leg","Other benign neoplasm of connective and other soft tissue of lower limb, including hip"
2446,"2154","Ben neo soft tis thorax","Other benign neoplasm of connective and other soft tissue of thorax"
2448,"2156","Ben neo soft tis pelvis","Other benign neoplasm of connective and other soft tissue of pelvis"
2449,"2157","Benign neo trunk NOS","Other benign neoplasm of connective and other soft tissue of trunk, unspecified"
2450,"2158","Ben neo soft tissue NEC","Other benign neoplasm of connective and other soft tissue of other specified sites"
2451,"2159","Ben neo soft tissue NOS","Other benign neoplasm of connective and other soft tissue, site unspecified"
2452,"2160","Benign neo skin lip","Benign neoplasm of skin of lip"
2453,"2161","Benign neo skin eyelid","Benign neoplasm of eyelid, including canthus"
2454,"2162","Benign neo skin ear","Benign neoplasm of ear and external auditory canal"
2455,"2163","Benign neo skin face NEC","Benign neoplasm of skin of other and unspecified parts of face"
2456,"2164","Ben neo scalp/skin neck","Benign neoplasm of scalp and skin of neck"
2457,"2165","Benign neo skin trunk","Benign neoplasm of skin of trunk, except scrotum"
2460,"2168","Benign neoplasm skin NEC","Benign neoplasm of other specified sites of skin"
2461,"2169","Benign neoplasm skin NOS","Benign neoplasm of skin, site unspecified"
2462,"217","Benign neoplasm breast","Benign neoplasm of breast"
2463,"2180","Submucous leiomyoma","Submucous leiomyoma of uterus"
2464,"2181","Intramural leiomyoma","Intramural leiomyoma of uterus"
2465,"2182","Subserous leiomyoma","Subserous leiomyoma of uterus"
2466,"2189","Uterine leiomyoma NOS","Leiomyoma of uterus, unspecified"
